time,amplitude,alpha_power,beta_power,command,led_state
137.5938,-67.6369,0.9999,0.0001,FOCUS,1
137.6250,204.4000,0.9999,0.0001,FOCUS,1
137.6562,-68.0364,0.9999,0.0001,FOCUS,1
137.6875,-136.8213,0.9999,0.0001,FOCUS,1
137.7188,188.9758,0.9999,0.0001,FOCUS,1
137.7500,3.4000,0.9999,0.0001,FOCUS,1
137.7812,-178.2758,0.9999,0.0001,FOCUS,1
137.8125,142.6213,0.9999,0.0001,FOCUS,1
137.8438,85.2364,0.9999,0.0001,FOCUS,1
137.8750,-192.2000,0.9999,0.0001,FOCUS,1
137.9062,77.0369,0.9999,0.0001,FOCUS,1
137.9375,150.3215,0.9999,0.0001,FOCUS,1
137.9688,-184.7760,0.9999,0.0001,FOCUS,1
138.0000,5.3000,1.0000,0.0000,RELAX,0
138.0312,185.3759,1.0000,0.0000,RELAX,0
138.0625,-132.3213,1.0000,0.0000,RELAX,0
138.0938,-76.3367,1.0000,0.0000,RELAX,0
138.1250,204.2000,1.0000,0.0000,RELAX,0
138.1562,-75.4367,1.0000,0.0000,RELAX,0
138.1875,-133.7214,1.0000,0.0000,RELAX,0
138.2188,187.1759,1.0000,0.0000,RELAX,0
138.2500,0.9001,1.0000,0.0000,RELAX,0
138.2812,-177.5759,1.0000,0.0000,RELAX,0
138.3125,143.0214,1.0000,0.0000,RELAX,0
138.3438,77.5367,1.0000,0.0000,RELAX,0
138.3750,-190.1000,1.0000,0.0000,RELAX,0
138.4062,82.2367,1.0000,0.0000,RELAX,0
138.4375,143.6214,1.0000,0.0000,RELAX,0
138.4688,-179.8759,1.0000,0.0000,RELAX,0
138.5000,3.0999,1.0000,0.0000,RELAX,0
138.5312,189.0760,1.0000,0.0000,RELAX,0
138.5625,-139.2215,1.0000,0.0000,RELAX,0
138.5938,-72.5369,1.0000,0.0000,RELAX,0
138.6250,203.7000,1.0000,0.0000,RELAX,0
138.6562,-68.0364,1.0000,0.0000,RELAX,0
138.6875,-139.4213,1.0000,0.0000,RELAX,0
138.7188,187.4758,1.0000,0.0000,RELAX,0
138.7500,2.5000,1.0000,0.0000,RELAX,0
138.7812,-176.4758,1.0000,0.0000,RELAX,0
138.8125,144.7213,1.0000,0.0000,RELAX,0
138.8438,80.0364,1.0000,0.0000,RELAX,0
138.8750,-198.0000,1.0000,0.0000,RELAX,0
138.9062,78.3369,1.0000,0.0000,RELAX,0
138.9375,146.6215,1.0000,0.0000,RELAX,0
138.9688,-175.3760,1.0000,0.0000,RELAX,0
139.0000,8.5000,1.0000,0.0000,FOCUS,1
139.0312,192.4759,1.0000,0.0000,FOCUS,1
139.0625,-132.9213,1.0000,0.0000,FOCUS,1
139.0938,-71.1367,1.0000,0.0000,FOCUS,1
139.1250,203.3000,1.0000,0.0000,FOCUS,1
139.1562,-73.7367,1.0000,0.0000,FOCUS,1
139.1875,-133.3214,1.0000,0.0000,FOCUS,1
139.2188,191.8759,1.0000,0.0000,FOCUS,1
139.2500,1.9001,1.0000,0.0000,FOCUS,1
139.2812,-182.7759,1.0000,0.0000,FOCUS,1
139.3125,144.9214,1.0000,0.0000,FOCUS,1
139.3438,77.7366,1.0000,0.0000,FOCUS,1
139.3750,-195.7000,1.0000,0.0000,FOCUS,1
139.4062,84.1367,1.0000,0.0000,FOCUS,1
139.4375,146.5214,1.0000,0.0000,FOCUS,1
139.4688,-182.2759,1.0000,0.0000,FOCUS,1
139.5000,8.4999,1.0000,0.0000,FOCUS,1
139.5312,194.3760,1.0000,0.0000,FOCUS,1
139.5625,-139.6215,1.0000,0.0000,FOCUS,1
139.5938,-73.1369,1.0000,0.0000,FOCUS,1
139.6250,200.2000,1.0000,0.0000,FOCUS,1
139.6562,-66.8364,1.0000,0.0000,FOCUS,1
139.6875,-131.9213,1.0000,0.0000,FOCUS,1
139.7188,189.1758,1.0000,0.0000,FOCUS,1
139.7500,9.3000,1.0000,0.0000,FOCUS,1
139.7812,-177.8758,1.0000,0.0000,FOCUS,1
139.8125,150.4213,1.0000,0.0000,FOCUS,1
139.8438,83.1364,1.0000,0.0000,FOCUS,1
139.8750,-192.6000,1.0000,0.0000,FOCUS,1
139.9062,81.6369,1.0000,0.0000,FOCUS,1
139.9375,143.7215,1.0000,0.0000,FOCUS,1
139.9688,-181.9760,1.0000,0.0000,FOCUS,1
140.0000,0.2000,0.0000,1.0000,FOCUS,1
140.0312,-132.6213,0.0000,1.0000,FOCUS,1
140.0625,202.3000,0.0000,1.0000,FOCUS,1
140.0938,-134.7214,0.0000,1.0000,FOCUS,1
140.1250,1.2001,0.0000,1.0000,FOCUS,1
140.1562,145.6214,0.0000,1.0000,FOCUS,1
140.1875,-196.7000,0.0000,1.0000,FOCUS,1
140.2188,151.2214,0.0000,1.0000,FOCUS,1
140.2500,5.1999,0.0000,1.0000,FOCUS,1
140.2812,-133.0215,0.0000,1.0000,FOCUS,1
140.3125,203.8000,0.0000,1.0000,FOCUS,1
140.3438,-133.3213,0.0000,1.0000,FOCUS,1
140.3750,8.3000,0.0000,1.0000,FOCUS,1
140.4062,147.6213,0.0000,1.0000,FOCUS,1
140.4375,-196.4000,0.0000,1.0000,FOCUS,1
140.4688,150.3215,0.0000,1.0000,FOCUS,1
140.5000,7.1998,0.0000,1.0000,FOCUS,1
140.5312,-140.9212,0.0000,1.0000,FOCUS,1
140.5625,200.5000,0.0000,1.0000,FOCUS,1
140.5938,-140.9216,0.0000,1.0000,FOCUS,1
140.6250,3.4997,0.0000,1.0000,FOCUS,1
140.6562,146.6210,0.0000,1.0000,FOCUS,1
140.6875,-193.5000,0.0000,1.0000,FOCUS,1
140.7188,143.5218,0.0000,1.0000,FOCUS,1
140.7500,0.0000,0.0000,1.0000,FOCUS,1
140.7812,-136.2219,0.0000,1.0000,FOCUS,1
140.8125,204.6000,0.0000,1.0000,FOCUS,1
140.8438,-136.9209,0.0000,1.0000,FOCUS,1
140.8750,0.4002,0.0000,1.0000,FOCUS,1
140.9062,151.3217,0.0000,1.0000,FOCUS,1
140.9375,-193.8000,0.0000,1.0000,FOCUS,1
140.9688,147.6211,0.0000,1.0000,FOCUS,1
141.0000,9.8000,0.0000,1.0000,FOCUS,1
141.0312,-141.1213,0.0000,1.0000,FOCUS,1
141.0625,200.1000,0.0000,1.0000,FOCUS,1
141.0938,-134.7214,0.0000,1.0000,FOCUS,1
141.1250,7.5001,0.0000,1.0000,FOCUS,1
141.1562,149.3214,0.0000,1.0000,FOCUS,1
141.1875,-193.9000,0.0000,1.0000,FOCUS,1
141.2188,141.5214,0.0000,1.0000,FOCUS,1
141.2500,7.3999,0.0000,1.0000,FOCUS,1
141.2812,-132.2215,0.0000,1.0000,FOCUS,1
141.3125,208.8000,0.0000,1.0000,FOCUS,1
141.3438,-136.7213,0.0000,1.0000,FOCUS,1
141.3750,7.9000,0.0000,1.0000,FOCUS,1
141.4062,149.5213,0.0000,1.0000,FOCUS,1
141.4375,-199.4000,0.0000,1.0000,FOCUS,1
141.4688,148.3215,0.0000,1.0000,FOCUS,1
141.5000,1.7998,0.0000,1.0000,FOCUS,1
141.5312,-134.8212,0.0000,1.0000,FOCUS,1
141.5625,208.1000,0.0000,1.0000,FOCUS,1
141.5938,-137.1216,0.0000,1.0000,FOCUS,1
141.6250,-0.0003,0.0000,1.0000,FOCUS,1
141.6562,142.6210,0.0000,1.0000,FOCUS,1
141.6875,-194.1000,0.0000,1.0000,FOCUS,1
141.7188,143.6218,0.0000,1.0000,FOCUS,1
141.7500,7.6000,0.0000,1.0000,FOCUS,1
141.7812,-138.8219,0.0000,1.0000,FOCUS,1
141.8125,209.9000,0.0000,1.0000,FOCUS,1
141.8438,-137.7209,0.0000,1.0000,FOCUS,1
141.8750,7.4002,0.0000,1.0000,FOCUS,1
141.9062,144.2217,0.0000,1.0000,FOCUS,1
141.9375,-199.8000,0.0000,1.0000,FOCUS,1
141.9688,151.0211,0.0000,1.0000,FOCUS,1
142.0000,0.3000,0.0000,1.0000,FOCUS,1
142.0312,-136.4213,0.0000,1.0000,FOCUS,1
142.0625,201.5000,0.0000,1.0000,FOCUS,1
142.0938,-139.4214,0.0000,1.0000,FOCUS,1
142.1250,5.0001,0.0000,1.0000,FOCUS,1
142.1562,145.1214,0.0000,1.0000,FOCUS,1
142.1875,-197.0000,0.0000,1.0000,FOCUS,1
142.2188,142.2214,0.0000,1.0000,FOCUS,1
142.2500,4.2999,0.0000,1.0000,FOCUS,1
142.2812,-137.4215,0.0000,1.0000,FOCUS,1
142.3125,201.5000,0.0000,1.0000,FOCUS,1
142.3438,-141.0213,0.0000,1.0000,FOCUS,1
142.3750,9.5000,0.0000,1.0000,FOCUS,1
142.4062,144.2213,0.0000,1.0000,FOCUS,1
142.4375,-194.5000,0.0000,1.0000,FOCUS,1
142.4688,144.3215,0.0000,1.0000,FOCUS,1
142.5000,8.8998,0.0000,1.0000,FOCUS,1
142.5312,-133.9212,0.0000,1.0000,FOCUS,1
142.5625,207.3000,0.0000,1.0000,FOCUS,1
142.5938,-136.5217,0.0000,1.0000,FOCUS,1
142.6250,9.2997,0.0000,1.0000,FOCUS,1
142.6562,145.3210,0.0000,1.0000,FOCUS,1
142.6875,-195.9000,0.0000,1.0000,FOCUS,1
142.7188,145.7218,0.0000,1.0000,FOCUS,1
142.7500,1.5000,0.0000,1.0000,FOCUS,1
142.7812,-132.6219,0.0000,1.0000,FOCUS,1
142.8125,200.8000,0.0000,1.0000,FOCUS,1
142.8438,-141.4209,0.0000,1.0000,FOCUS,1
142.8750,4.4002,0.0000,1.0000,FOCUS,1
142.9062,147.9217,0.0000,1.0000,FOCUS,1
142.9375,-199.9000,0.0000,1.0000,FOCUS,1
142.9688,143.6211,0.0000,1.0000,FOCUS,1
143.0000,7.9000,0.0000,1.0000,RELAX,0
143.0312,-132.0213,0.0000,1.0000,RELAX,0
143.0625,209.2000,0.0000,1.0000,RELAX,0
143.0938,-136.2214,0.0000,1.0000,RELAX,0
143.1250,3.3001,0.0000,1.0000,RELAX,0
143.1562,145.7214,0.0000,1.0000,RELAX,0
143.1875,-193.4000,0.0000,1.0000,RELAX,0
143.2188,149.7214,0.0000,1.0000,RELAX,0
143.2500,9.2999,0.0000,1.0000,RELAX,0
143.2812,-139.0215,0.0000,1.0000,RELAX,0
143.3125,208.2000,0.0000,1.0000,RELAX,0
143.3438,-133.3213,0.0000,1.0000,RELAX,0
143.3750,2.7000,0.0000,1.0000,RELAX,0
143.4062,147.6213,0.0000,1.0000,RELAX,0
143.4375,-192.0000,0.0000,1.0000,RELAX,0
143.4688,144.2215,0.0000,1.0000,RELAX,0
143.5000,7.8998,0.0000,1.0000,RELAX,0
143.5312,-135.3212,0.0000,1.0000,RELAX,0
143.5625,204.5000,0.0000,1.0000,RELAX,0
143.5938,-139.8216,0.0000,1.0000,RELAX,0
143.6250,4.1997,0.0000,1.0000,RELAX,0
143.6562,144.5210,0.0000,1.0000,RELAX,0
143.6875,-196.0000,0.0000,1.0000,RELAX,0
143.7188,149.4218,0.0000,1.0000,RELAX,0
143.7500,1.5000,0.0000,1.0000,RELAX,0
143.7812,-138.0219,0.0000,1.0000,RELAX,0
143.8125,200.5000,0.0000,1.0000,RELAX,0
143.8438,-141.4209,0.0000,1.0000,RELAX,0
143.8750,7.8002,0.0000,1.0000,RELAX,0
143.9062,148.7217,0.0000,1.0000,RELAX,0
143.9375,-190.8000,0.0000,1.0000,RELAX,0
143.9688,141.8211,0.0000,1.0000,RELAX,0
144.0000,2.4000,0.0000,1.0000,FOCUS,1
144.0312,-135.3213,0.0000,1.0000,FOCUS,1
144.0625,206.6000,0.0000,1.0000,FOCUS,1
144.0938,-135.3214,0.0000,1.0000,FOCUS,1
144.1250,8.8001,0.0000,1.0000,FOCUS,1
144.1562,150.6214,0.0000,1.0000,FOCUS,1
144.1875,-193.4000,0.0000,1.0000,FOCUS,1
144.2188,146.7214,0.0000,1.0000,FOCUS,1
144.2500,4.9999,0.0000,1.0000,FOCUS,1
144.2812,-134.1215,0.0000,1.0000,FOCUS,1
144.3125,204.9000,0.0000,1.0000,FOCUS,1
144.3438,-137.1213,0.0000,1.0000,FOCUS,1
144.3750,0.3000,0.0000,1.0000,FOCUS,1
144.4062,146.3213,0.0000,1.0000,FOCUS,1
144.4375,-199.1000,0.0000,1.0000,FOCUS,1
144.4688,144.6215,0.0000,1.0000,FOCUS,1
144.5000,1.7998,0.0000,1.0000,FOCUS,1
144.5312,-139.6212,0.0000,1.0000,FOCUS,1
144.5625,209.3000,0.0000,1.0000,FOCUS,1
144.5938,-134.0217,0.0000,1.0000,FOCUS,1
144.6250,7.4997,0.0000,1.0000,FOCUS,1
144.6562,142.9210,0.0000,1.0000,FOCUS,1
144.6875,-195.0000,0.0000,1.0000,FOCUS,1
144.7188,147.4218,0.0000,1.0000,FOCUS,1
144.7500,0.2000,0.0000,1.0000,FOCUS,1
144.7812,-135.4219,0.0000,1.0000,FOCUS,1
144.8125,201.8000,0.0000,1.0000,FOCUS,1
144.8438,-138.3209,0.0000,1.0000,FOCUS,1
144.8750,0.4002,0.0000,1.0000,FOCUS,1
144.9062,142.8217,0.0000,1.0000,FOCUS,1
144.9375,-196.4000,0.0000,1.0000,FOCUS,1
144.9688,145.2211,0.0000,1.0000,FOCUS,1
145.0000,6.4000,0.0000,1.0000,RELAX,0
145.0312,-139.8213,0.0000,1.0000,RELAX,0
145.0625,202.8000,0.0000,1.0000,RELAX,0
145.0938,-140.5214,0.0000,1.0000,RELAX,0
145.1250,7.5001,0.0000,1.0000,RELAX,0
145.1562,143.2214,0.0000,1.0000,RELAX,0
145.1875,-190.5000,0.0000,1.0000,RELAX,0
145.2188,149.8214,0.0000,1.0000,RELAX,0
145.2500,4.3999,0.0000,1.0000,RELAX,0
145.2812,-136.5215,0.0000,1.0000,RELAX,0
145.3125,208.0000,0.0000,1.0000,RELAX,0
145.3438,-133.0213,0.0000,1.0000,RELAX,0
145.3750,8.7000,0.0000,1.0000,RELAX,0
145.4062,146.6213,0.0000,1.0000,RELAX,0
145.4375,-199.3000,0.0000,1.0000,RELAX,0
145.4688,145.0215,0.0000,1.0000,RELAX,0
145.5000,-0.0002,0.0000,1.0000,RELAX,0
145.5312,-137.1212,0.0000,1.0000,RELAX,0
145.5625,204.4000,0.0000,1.0000,RELAX,0
145.5938,-132.9216,0.0000,1.0000,RELAX,0
145.6250,2.3997,0.0000,1.0000,RELAX,0
145.6562,146.8210,0.0000,1.0000,RELAX,0
145.6875,-196.4000,0.0000,1.0000,RELAX,0
145.7188,149.5218,0.0000,1.0000,RELAX,0
145.7500,1.0000,0.0000,1.0000,RELAX,0
145.7812,-132.0219,0.0000,1.0000,RELAX,0
145.8125,207.4000,0.0000,1.0000,RELAX,0
145.8438,-139.2209,0.0000,1.0000,RELAX,0
145.8750,8.6002,0.0000,1.0000,RELAX,0
145.9062,146.5217,0.0000,1.0000,RELAX,0
145.9375,-190.5000,0.0000,1.0000,RELAX,0
145.9688,146.6211,0.0000,1.0000,RELAX,0
146.0000,9.7000,0.0000,1.0000,RELAX,0
146.0312,-139.5213,0.0000,1.0000,RELAX,0
146.0625,201.0000,0.0000,1.0000,RELAX,0
146.0938,-135.7214,0.0000,1.0000,RELAX,0
146.1250,2.6001,0.0000,1.0000,RELAX,0
146.1562,142.6214,0.0000,1.0000,RELAX,0
146.1875,-192.1000,0.0000,1.0000,RELAX,0
146.2188,141.7214,0.0000,1.0000,RELAX,0
146.2500,3.6999,0.0000,1.0000,RELAX,0
146.2812,-136.5215,0.0000,1.0000,RELAX,0
146.3125,207.0000,0.0000,1.0000,RELAX,0
146.3438,-138.0213,0.0000,1.0000,RELAX,0
146.3750,7.5000,0.0000,1.0000,RELAX,0
146.4062,144.4213,0.0000,1.0000,RELAX,0
146.4375,-193.2000,0.0000,1.0000,RELAX,0
146.4688,145.0215,0.0000,1.0000,RELAX,0
146.5000,9.0998,0.0000,1.0000,RELAX,0
146.5312,-138.2212,0.0000,1.0000,RELAX,0
146.5625,209.6000,0.0000,1.0000,RELAX,0
146.5938,-133.5217,0.0000,1.0000,RELAX,0
146.6250,1.6997,0.0000,1.0000,RELAX,0
146.6562,149.2210,0.0000,1.0000,RELAX,0
146.6875,-194.1000,0.0000,1.0000,RELAX,0
146.7188,145.2218,0.0000,1.0000,RELAX,0
146.7500,9.8000,0.0000,1.0000,RELAX,0
146.7812,-141.4219,0.0000,1.0000,RELAX,0
146.8125,203.9000,0.0000,1.0000,RELAX,0
146.8438,-134.4209,0.0000,1.0000,RELAX,0
146.8750,2.0002,0.0000,1.0000,RELAX,0
146.9062,142.5217,0.0000,1.0000,RELAX,0
146.9375,-190.2000,0.0000,1.0000,RELAX,0
146.9688,142.4211,0.0000,1.0000,RELAX,0
147.0000,1.8000,0.0000,1.0000,FOCUS,1
147.0312,-141.2213,0.0000,1.0000,FOCUS,1
147.0625,204.0000,0.0000,1.0000,FOCUS,1
147.0938,-134.4214,0.0000,1.0000,FOCUS,1
147.1250,0.1001,0.0000,1.0000,FOCUS,1
147.1562,141.9214,0.0000,1.0000,FOCUS,1
147.1875,-195.3000,0.0000,1.0000,FOCUS,1
147.2188,142.0214,0.0000,1.0000,FOCUS,1
147.2500,2.6999,0.0000,1.0000,FOCUS,1
147.2812,-141.3215,0.0000,1.0000,FOCUS,1
147.3125,201.7000,0.0000,1.0000,FOCUS,1
147.3438,-132.7213,0.0000,1.0000,FOCUS,1
147.3750,2.7000,0.0000,1.0000,FOCUS,1
147.4062,146.3213,0.0000,1.0000,FOCUS,1
147.4375,-197.9000,0.0000,1.0000,FOCUS,1
147.4688,147.4215,0.0000,1.0000,FOCUS,1
147.5000,4.8998,0.0000,1.0000,FOCUS,1
147.5312,-133.3212,0.0000,1.0000,FOCUS,1
147.5625,204.4000,0.0000,1.0000,FOCUS,1
147.5938,-139.7216,0.0000,1.0000,FOCUS,1
147.6250,8.1997,0.0000,1.0000,FOCUS,1
147.6562,149.6210,0.0000,1.0000,FOCUS,1
147.6875,-195.1000,0.0000,1.0000,FOCUS,1
147.7188,144.1218,0.0000,1.0000,FOCUS,1
147.7500,2.9000,0.0000,1.0000,FOCUS,1
147.7812,-140.7219,0.0000,1.0000,FOCUS,1
147.8125,200.8000,0.0000,1.0000,FOCUS,1
147.8438,-137.7209,0.0000,1.0000,FOCUS,1
147.8750,6.6002,0.0000,1.0000,FOCUS,1
147.9062,144.2217,0.0000,1.0000,FOCUS,1
147.9375,-195.9000,0.0000,1.0000,FOCUS,1
147.9688,142.2211,0.0000,1.0000,FOCUS,1
148.0000,2.2000,0.0000,1.0000,RELAX,0
148.0312,-138.9213,0.0000,1.0000,RELAX,0
148.0625,201.3000,0.0000,1.0000,RELAX,0
148.0938,-137.2214,0.0000,1.0000,RELAX,0
148.1250,6.4001,0.0000,1.0000,RELAX,0
148.1562,144.1214,0.0000,1.0000,RELAX,0
148.1875,-196.9000,0.0000,1.0000,RELAX,0
148.2188,143.5214,0.0000,1.0000,RELAX,0
148.2500,3.9999,0.0000,1.0000,RELAX,0
148.2812,-134.5215,0.0000,1.0000,RELAX,0
148.3125,201.6000,0.0000,1.0000,RELAX,0
148.3438,-140.6213,0.0000,1.0000,RELAX,0
148.3750,7.5000,0.0000,1.0000,RELAX,0
148.4062,145.0213,0.0000,1.0000,RELAX,0
148.4375,-193.7000,0.0000,1.0000,RELAX,0
148.4688,148.6215,0.0000,1.0000,RELAX,0
148.5000,3.9998,0.0000,1.0000,RELAX,0
148.5312,-132.8212,0.0000,1.0000,RELAX,0
148.5625,205.2000,0.0000,1.0000,RELAX,0
148.5938,-135.0217,0.0000,1.0000,RELAX,0
148.6250,8.2997,0.0000,1.0000,RELAX,0
148.6562,147.5210,0.0000,1.0000,RELAX,0
148.6875,-193.3000,0.0000,1.0000,RELAX,0
148.7188,145.8218,0.0000,1.0000,RELAX,0
148.7500,6.5000,0.0000,1.0000,RELAX,0
148.7812,-140.5219,0.0000,1.0000,RELAX,0
148.8125,200.9000,0.0000,1.0000,RELAX,0
148.8438,-136.1209,0.0000,1.0000,RELAX,0
148.8750,5.6002,0.0000,1.0000,RELAX,0
148.9062,150.6217,0.0000,1.0000,RELAX,0
148.9375,-191.1000,0.0000,1.0000,RELAX,0
148.9688,148.7211,0.0000,1.0000,RELAX,0
149.0000,0.7000,0.0000,1.0000,RELAX,0
149.0312,-136.2213,0.0000,1.0000,RELAX,0
149.0625,202.7000,0.0000,1.0000,RELAX,0
149.0938,-141.1214,0.0000,1.0000,RELAX,0
149.1250,1.1001,0.0000,1.0000,RELAX,0
149.1562,141.9214,0.0000,1.0000,RELAX,0
149.1875,-190.8000,0.0000,1.0000,RELAX,0
149.2188,149.4214,0.0000,1.0000,RELAX,0
149.2500,7.3999,0.0000,1.0000,RELAX,0
149.2812,-133.3215,0.0000,1.0000,RELAX,0
149.3125,202.7000,0.0000,1.0000,RELAX,0
149.3438,-135.6213,0.0000,1.0000,RELAX,0
149.3750,4.7000,0.0000,1.0000,RELAX,0
149.4062,146.8213,0.0000,1.0000,RELAX,0
149.4375,-194.4000,0.0000,1.0000,RELAX,0
149.4688,141.4215,0.0000,1.0000,RELAX,0
149.5000,5.7998,0.0000,1.0000,RELAX,0
149.5312,-137.0212,0.0000,1.0000,RELAX,0
149.5625,207.9000,0.0000,1.0000,RELAX,0
149.5938,-136.8216,0.0000,1.0000,RELAX,0
149.6250,1.5997,0.0000,1.0000,RELAX,0
149.6562,142.7210,0.0000,1.0000,RELAX,0
149.6875,-192.3000,0.0000,1.0000,RELAX,0
149.7188,143.1218,0.0000,1.0000,RELAX,0
149.7500,0.4000,0.0000,1.0000,RELAX,0
149.7812,-134.3219,0.0000,1.0000,RELAX,0
149.8125,200.6000,0.0000,1.0000,RELAX,0
149.8438,-140.2209,0.0000,1.0000,RELAX,0
149.8750,1.9002,0.0000,1.0000,RELAX,0
149.9062,141.9217,0.0000,1.0000,RELAX,0
149.9375,-193.2000,0.0000,1.0000,RELAX,0
149.9688,141.7211,0.0000,1.0000,RELAX,0
150.0000,6.7000,0.9999,0.0001,FOCUS,1
150.0312,185.9759,0.9999,0.0001,FOCUS,1
150.0625,-133.7213,0.9999,0.0001,FOCUS,1
150.0938,-75.0367,0.9999,0.0001,FOCUS,1
150.1250,207.0000,0.9999,0.0001,FOCUS,1
150.1562,-69.5367,0.9999,0.0001,FOCUS,1
150.1875,-132.2214,0.9999,0.0001,FOCUS,1
150.2188,189.0759,0.9999,0.0001,FOCUS,1
150.2500,9.1001,0.9999,0.0001,FOCUS,1
150.2812,-178.1759,0.9999,0.0001,FOCUS,1
150.3125,149.5214,0.9999,0.0001,FOCUS,1
150.3438,86.4367,0.9999,0.0001,FOCUS,1
150.3750,-196.1000,0.9999,0.0001,FOCUS,1
150.4062,79.8367,0.9999,0.0001,FOCUS,1
150.4375,147.5214,0.9999,0.0001,FOCUS,1
150.4688,-180.7759,0.9999,0.0001,FOCUS,1
150.5000,0.0999,0.9999,0.0001,FOCUS,1
150.5312,192.8760,0.9999,0.0001,FOCUS,1
150.5625,-132.3215,0.9999,0.0001,FOCUS,1
150.5938,-73.6369,0.9999,0.0001,FOCUS,1
150.6250,200.9000,0.9999,0.0001,FOCUS,1
150.6562,-70.0364,0.9999,0.0001,FOCUS,1
150.6875,-140.6213,0.9999,0.0001,FOCUS,1
150.7188,192.5758,0.9999,0.0001,FOCUS,1
150.7500,4.0000,0.9999,0.0001,FOCUS,1
150.7812,-179.4758,0.9999,0.0001,FOCUS,1
150.8125,144.0213,0.9999,0.0001,FOCUS,1
150.8438,80.8364,0.9999,0.0001,FOCUS,1
150.8750,-191.9000,0.9999,0.0001,FOCUS,1
150.9062,82.3369,0.9999,0.0001,FOCUS,1
150.9375,142.1215,0.9999,0.0001,FOCUS,1
150.9688,-175.4760,0.9999,0.0001,FOCUS,1
151.0000,3.2000,0.9999,0.0001,FOCUS,1
151.0312,191.4759,0.9999,0.0001,FOCUS,1
151.0625,-135.5213,0.9999,0.0001,FOCUS,1
151.0938,-75.8367,0.9999,0.0001,FOCUS,1
151.1250,203.7000,0.9999,0.0001,FOCUS,1
151.1562,-68.1367,0.9999,0.0001,FOCUS,1
151.1875,-135.4214,0.9999,0.0001,FOCUS,1
151.2188,192.1759,0.9999,0.0001,FOCUS,1
151.2500,5.3001,0.9999,0.0001,FOCUS,1
151.2812,-179.3759,0.9999,0.0001,FOCUS,1
151.3125,142.2214,0.9999,0.0001,FOCUS,1
151.3438,86.2366,0.9999,0.0001,FOCUS,1
151.3750,-195.3000,0.9999,0.0001,FOCUS,1
151.4062,83.3367,0.9999,0.0001,FOCUS,1
151.4375,142.4214,0.9999,0.0001,FOCUS,1
151.4688,-175.9759,0.9999,0.0001,FOCUS,1
151.5000,9.4999,0.9999,0.0001,FOCUS,1
151.5312,194.1759,0.9999,0.0001,FOCUS,1
151.5625,-139.9215,0.9999,0.0001,FOCUS,1
151.5938,-69.4369,0.9999,0.0001,FOCUS,1
151.6250,205.8000,0.9999,0.0001,FOCUS,1
151.6562,-68.5364,0.9999,0.0001,FOCUS,1
151.6875,-136.0213,0.9999,0.0001,FOCUS,1
151.7188,186.6758,0.9999,0.0001,FOCUS,1
151.7500,3.5000,0.9999,0.0001,FOCUS,1
151.7812,-182.8758,0.9999,0.0001,FOCUS,1
151.8125,148.1213,0.9999,0.0001,FOCUS,1
151.8438,77.6364,0.9999,0.0001,FOCUS,1
151.8750,-199.3000,0.9999,0.0001,FOCUS,1
151.9062,77.9369,0.9999,0.0001,FOCUS,1
151.9375,145.3215,0.9999,0.0001,FOCUS,1
151.9688,-184.0760,0.9999,0.0001,FOCUS,1
152.0000,6.4000,0.9999,0.0001,RELAX,0
152.0312,186.1759,0.9999,0.0001,RELAX,0
152.0625,-141.4213,0.9999,0.0001,RELAX,0
152.0938,-68.9367,0.9999,0.0001,RELAX,0
152.1250,207.6000,0.9999,0.0001,RELAX,0
152.1562,-75.5367,0.9999,0.0001,RELAX,0
152.1875,-132.1214,0.9999,0.0001,RELAX,0
152.2188,184.8759,0.9999,0.0001,RELAX,0
152.2500,9.1001,0.9999,0.0001,RELAX,0
152.2812,-184.1759,0.9999,0.0001,RELAX,0
152.3125,148.5214,0.9999,0.0001,RELAX,0
152.3438,80.7366,0.9999,0.0001,RELAX,0
152.3750,-190.1000,0.9999,0.0001,RELAX,0
152.4062,81.9367,0.9999,0.0001,RELAX,0
152.4375,147.8214,0.9999,0.0001,RELAX,0
152.4688,-177.5759,0.9999,0.0001,RELAX,0
152.5000,0.5999,0.9999,0.0001,RELAX,0
152.5312,189.4760,0.9999,0.0001,RELAX,0
152.5625,-133.1215,0.9999,0.0001,RELAX,0
152.5938,-75.9369,0.9999,0.0001,RELAX,0
152.6250,205.9000,0.9999,0.0001,RELAX,0
152.6562,-70.9364,0.9999,0.0001,RELAX,0
152.6875,-133.4213,0.9999,0.0001,RELAX,0
152.7188,188.7758,0.9999,0.0001,RELAX,0
152.7500,8.7000,0.9999,0.0001,RELAX,0
152.7812,-178.2758,0.9999,0.0001,RELAX,0
152.8125,143.8213,0.9999,0.0001,RELAX,0
152.8438,77.5364,0.9999,0.0001,RELAX,0
152.8750,-190.7000,0.9999,0.0001,RELAX,0
152.9062,80.4369,0.9999,0.0001,RELAX,0
152.9375,143.6215,0.9999,0.0001,RELAX,0
152.9688,-184.2760,0.9999,0.0001,RELAX,0
153.0000,9.3000,0.9999,0.0001,RELAX,0
153.0312,186.0759,0.9999,0.0001,RELAX,0
153.0625,-131.6213,0.9999,0.0001,RELAX,0
153.0938,-74.9367,0.9999,0.0001,RELAX,0
153.1250,204.7000,0.9999,0.0001,RELAX,0
153.1562,-69.0367,0.9999,0.0001,RELAX,0
153.1875,-136.1214,0.9999,0.0001,RELAX,0
