time,amplitude,theta_power,alpha_power,beta_power,gamma_power,command,visual_impairment
3.152,24.2,0.11,0.58,0.25,0.07,NONE,NORMAL
3.156,22.74,0.11,0.58,0.25,0.07,NONE,NORMAL
3.16,15.41,0.11,0.58,0.25,0.07,NONE,NORMAL
3.164,12.91,0.11,0.58,0.25,0.07,NONE,NORMAL
3.168,22.79,0.11,0.58,0.25,0.07,NONE,NORMAL
3.172,-0.51,0.11,0.58,0.25,0.07,NONE,NORMAL
3.176,5.64,0.11,0.58,0.25,0.07,NONE,NORMAL
3.18,6.82,0.11,0.58,0.25,0.07,NONE,NORMAL
3.184,6.75,0.11,0.58,0.25,0.07,NONE,NORMAL
3.188,12.9,0.11,0.58,0.25,0.07,NONE,NORMAL
3.191,4.07,0.11,0.58,0.25,0.07,NONE,NORMAL
3.195,-5.12,0.11,0.58,0.25,0.07,NONE,NORMAL
3.199,-2.81,0.11,0.58,0.25,0.07,NONE,NORMAL
3.203,-3.14,0.11,0.58,0.25,0.07,NONE,NORMAL
3.207,2.68,0.11,0.58,0.25,0.07,NONE,NORMAL
3.211,-5.3,0.11,0.58,0.25,0.07,NONE,NORMAL
3.215,-11.08,0.11,0.58,0.25,0.07,NONE,NORMAL
3.219,-7.41,0.11,0.58,0.25,0.07,NONE,NORMAL
3.223,-15.75,0.11,0.58,0.25,0.07,NONE,NORMAL
3.227,-30.18,0.11,0.58,0.25,0.07,NONE,NORMAL
3.23,-36.65,0.11,0.58,0.25,0.07,NONE,NORMAL
3.234,-32.72,0.11,0.58,0.25,0.07,NONE,NORMAL
3.238,-42.51,0.11,0.58,0.25,0.07,NONE,NORMAL
3.242,-45.74,0.11,0.58,0.25,0.07,NONE,NORMAL
3.246,-37.18,0.11,0.58,0.25,0.07,NONE,NORMAL
3.25,-37.67,0.11,0.58,0.25,0.07,NONE,NORMAL
3.254,-44.39,0.11,0.58,0.25,0.07,NONE,NORMAL
3.258,-35.47,0.11,0.58,0.25,0.07,NONE,NORMAL
3.262,-37.21,0.11,0.58,0.25,0.07,NONE,NORMAL
3.266,-31.16,0.11,0.58,0.25,0.07,NONE,NORMAL
3.27,-24.81,0.11,0.58,0.25,0.07,NONE,NORMAL
3.273,-18.31,0.11,0.58,0.25,0.07,NONE,NORMAL
3.277,-6.65,0.11,0.58,0.25,0.07,NONE,NORMAL
3.281,-1.61,0.11,0.58,0.25,0.07,NONE,NORMAL
3.285,10.69,0.11,0.58,0.25,0.07,NONE,NORMAL
3.289,24.52,0.11,0.58,0.25,0.07,NONE,NORMAL
3.293,32.89,0.11,0.58,0.25,0.07,NONE,NORMAL
3.297,44.73,0.11,0.58,0.25,0.07,NONE,NORMAL
3.301,50.78,0.11,0.58,0.25,0.07,NONE,NORMAL
3.305,51.99,0.11,0.58,0.25,0.07,NONE,NORMAL
3.309,60.64,0.11,0.58,0.25,0.07,NONE,NORMAL
3.312,62.41,0.11,0.58,0.25,0.07,NONE,NORMAL
3.316,60.75,0.11,0.58,0.25,0.07,NONE,NORMAL
3.32,62.08,0.11,0.58,0.25,0.07,NONE,NORMAL
3.324,69.1,0.11,0.58,0.25,0.07,NONE,NORMAL
3.328,66.95,0.11,0.58,0.25,0.07,NONE,NORMAL
3.332,64.09,0.11,0.58,0.25,0.07,NONE,NORMAL
3.336,61.09,0.11,0.58,0.25,0.07,NONE,NORMAL
3.34,38.44,0.11,0.58,0.25,0.07,NONE,NORMAL
3.344,43.57,0.11,0.58,0.25,0.07,NONE,NORMAL
3.348,27.13,0.11,0.58,0.25,0.07,NONE,NORMAL
3.352,23.62,0.11,0.58,0.25,0.07,NONE,NORMAL
3.355,16.03,0.11,0.58,0.25,0.07,NONE,NORMAL
3.359,-6.28,0.11,0.58,0.25,0.07,NONE,NORMAL
3.363,-17.85,0.11,0.58,0.25,0.07,NONE,NORMAL
3.367,-26.88,0.11,0.58,0.25,0.07,NONE,NORMAL
3.371,-37.34,0.11,0.58,0.25,0.07,NONE,NORMAL
3.375,-49.67,0.11,0.58,0.25,0.07,NONE,NORMAL
3.379,-59.12,0.11,0.58,0.25,0.07,NONE,NORMAL
3.383,-70.32,0.11,0.58,0.25,0.07,NONE,NORMAL
3.387,-85.97,0.11,0.58,0.25,0.07,NONE,NORMAL
3.391,-89.42,0.11,0.58,0.25,0.07,NONE,NORMAL
3.395,-102.75,0.11,0.58,0.25,0.07,NONE,NORMAL
3.398,-94.1,0.11,0.58,0.25,0.07,NONE,NORMAL
3.402,-98.85,0.11,0.58,0.25,0.07,NONE,NORMAL
3.406,-109.44,0.11,0.58,0.25,0.07,NONE,NORMAL
3.41,-103.38,0.11,0.58,0.25,0.07,NONE,NORMAL
3.414,-89.42,0.11,0.58,0.25,0.07,NONE,NORMAL
3.418,-82.76,0.11,0.58,0.25,0.07,NONE,NORMAL
3.422,-60.65,0.11,0.58,0.25,0.07,NONE,NORMAL
3.426,-46.58,0.11,0.58,0.25,0.07,NONE,NORMAL
3.43,-37.13,0.11,0.58,0.25,0.07,NONE,NORMAL
3.434,-10.71,0.11,0.58,0.25,0.07,NONE,NORMAL
3.438,7.64,0.11,0.58,0.25,0.07,NONE,NORMAL
3.441,22.5,0.11,0.58,0.25,0.07,NONE,NORMAL
3.445,41.56,0.11,0.58,0.25,0.07,NONE,NORMAL
3.449,65.9,0.11,0.58,0.25,0.07,NONE,NORMAL
3.453,78.43,0.11,0.58,0.25,0.07,NONE,NORMAL
3.457,85.66,0.11,0.58,0.25,0.07,NONE,NORMAL
3.461,83.07,0.11,0.58,0.25,0.07,NONE,NORMAL
3.465,101.8,0.11,0.58,0.25,0.07,NONE,NORMAL
3.469,102.18,0.11,0.58,0.25,0.07,NONE,NORMAL
3.473,105.85,0.11,0.58,0.25,0.07,NONE,NORMAL
3.477,102.03,0.11,0.58,0.25,0.07,NONE,NORMAL
3.48,90.5,0.11,0.58,0.25,0.07,NONE,NORMAL
3.484,74.35,0.11,0.58,0.25,0.07,NONE,NORMAL
3.488,83.86,0.11,0.58,0.25,0.07,NONE,NORMAL
3.492,67.65,0.11,0.58,0.25,0.07,NONE,NORMAL
3.496,55.93,0.11,0.58,0.25,0.07,NONE,NORMAL
3.5,46.05,0.11,0.58,0.25,0.07,NONE,NORMAL
3.504,20.25,0.11,0.58,0.25,0.07,NONE,NORMAL
3.508,9.55,0.11,0.58,0.25,0.07,NONE,NORMAL
3.512,1.09,0.11,0.58,0.25,0.07,NONE,NORMAL
3.516,-9.25,0.11,0.58,0.25,0.07,NONE,NORMAL
3.52,-23.18,0.11,0.58,0.25,0.07,NONE,NORMAL
3.523,-20.93,0.11,0.58,0.25,0.07,NONE,NORMAL
3.527,-35.15,0.11,0.58,0.25,0.07,NONE,NORMAL
3.531,-39.91,0.11,0.58,0.25,0.07,NONE,NORMAL
3.535,-47.51,0.11,0.58,0.25,0.07,NONE,NORMAL
3.539,-55.19,0.11,0.58,0.25,0.07,NONE,NORMAL
3.543,-70.76,0.11,0.58,0.25,0.07,NONE,NORMAL
3.547,-61.76,0.11,0.58,0.25,0.07,NONE,NORMAL
3.551,-56.02,0.11,0.58,0.25,0.07,NONE,NORMAL
3.555,-67.96,0.11,0.58,0.25,0.07,NONE,NORMAL
3.559,-73.86,0.11,0.58,0.25,0.07,NONE,NORMAL
3.562,-67.13,0.11,0.58,0.25,0.07,NONE,NORMAL
3.566,-57.07,0.11,0.58,0.25,0.07,NONE,NORMAL
3.57,-53.2,0.11,0.58,0.25,0.07,NONE,NORMAL
3.574,-46.47,0.11,0.58,0.25,0.07,NONE,NORMAL
3.578,-39.71,0.11,0.58,0.25,0.07,NONE,NORMAL
3.582,-33.63,0.11,0.58,0.25,0.07,NONE,NORMAL
3.586,-19.71,0.11,0.58,0.25,0.07,NONE,NORMAL
3.59,0.89,0.11,0.58,0.25,0.07,NONE,NORMAL
3.594,5.95,0.11,0.58,0.25,0.07,NONE,NORMAL
3.598,7.29,0.11,0.58,0.25,0.07,NONE,NORMAL
3.602,13.15,0.11,0.58,0.25,0.07,NONE,NORMAL
3.605,20.28,0.11,0.58,0.25,0.07,NONE,NORMAL
3.609,39.22,0.11,0.58,0.25,0.07,NONE,NORMAL
3.613,38.55,0.11,0.58,0.25,0.07,NONE,NORMAL
3.617,40.25,0.11,0.58,0.25,0.07,NONE,NORMAL
3.621,46.99,0.11,0.58,0.25,0.07,NONE,NORMAL
3.625,40.32,0.11,0.58,0.25,0.07,NONE,NORMAL
3.629,45.28,0.11,0.58,0.25,0.07,NONE,NORMAL
3.633,38.11,0.11,0.58,0.25,0.07,NONE,NORMAL
3.637,31.71,0.11,0.58,0.25,0.07,NONE,NORMAL
3.641,27.2,0.11,0.58,0.25,0.07,NONE,NORMAL
3.645,26.95,0.11,0.58,0.25,0.07,NONE,NORMAL
3.648,12.26,0.11,0.58,0.25,0.07,NONE,NORMAL
3.652,14.16,0.11,0.58,0.25,0.07,NONE,NORMAL
3.656,8.74,0.11,0.58,0.25,0.07,NONE,NORMAL
3.66,9.15,0.11,0.58,0.25,0.07,NONE,NORMAL
3.664,6.88,0.11,0.58,0.25,0.07,NONE,NORMAL
3.668,3.06,0.11,0.58,0.25,0.07,NONE,NORMAL
3.672,3.67,0.11,0.58,0.25,0.07,NONE,NORMAL
3.676,4.03,0.11,0.58,0.25,0.07,NONE,NORMAL
3.68,-2.57,0.11,0.58,0.25,0.07,NONE,NORMAL
3.684,2.95,0.11,0.58,0.25,0.07,NONE,NORMAL
3.688,-2.39,0.11,0.58,0.25,0.07,NONE,NORMAL
3.691,-8.7,0.11,0.58,0.25,0.07,NONE,NORMAL
3.695,-0.51,0.11,0.58,0.25,0.07,NONE,NORMAL
3.699,-1.69,0.11,0.58,0.25,0.07,NONE,NORMAL
3.703,-11.02,0.11,0.58,0.25,0.07,NONE,NORMAL
3.707,-23.2,0.11,0.58,0.25,0.07,NONE,NORMAL
3.711,-19.13,0.11,0.58,0.25,0.07,NONE,NORMAL
3.715,-16.57,0.11,0.58,0.25,0.07,NONE,NORMAL
3.719,-21.11,0.11,0.58,0.25,0.07,NONE,NORMAL
3.723,-33.81,0.11,0.58,0.25,0.07,NONE,NORMAL
3.727,-27.79,0.11,0.58,0.25,0.07,NONE,NORMAL
3.73,-40.33,0.11,0.58,0.25,0.07,NONE,NORMAL
3.734,-32.41,0.11,0.58,0.25,0.07,NONE,NORMAL
3.738,-34.98,0.11,0.58,0.25,0.07,NONE,NORMAL
3.742,-50.84,0.11,0.58,0.25,0.07,NONE,NORMAL
3.746,-48.52,0.11,0.58,0.25,0.07,NONE,NORMAL
3.75,-45.35,0.11,0.58,0.25,0.07,NONE,NORMAL
3.754,-25.58,0.11,0.58,0.25,0.07,NONE,NORMAL
3.758,-31.87,0.11,0.58,0.25,0.07,NONE,NORMAL
3.762,-11.97,0.11,0.58,0.25,0.07,NONE,NORMAL
3.766,-10.52,0.11,0.58,0.25,0.07,NONE,NORMAL
3.77,4.82,0.11,0.58,0.25,0.07,NONE,NORMAL
3.773,13.16,0.11,0.58,0.25,0.07,NONE,NORMAL
3.777,17.93,0.11,0.58,0.25,0.07,NONE,NORMAL
3.781,41.13,0.11,0.58,0.25,0.07,NONE,NORMAL
3.785,37.43,0.11,0.58,0.25,0.07,NONE,NORMAL
3.789,51.11,0.11,0.58,0.25,0.07,NONE,NORMAL
3.793,63.94,0.11,0.58,0.25,0.07,NONE,NORMAL
3.797,54.09,0.11,0.58,0.25,0.07,NONE,NORMAL
3.801,68.02,0.11,0.58,0.25,0.07,NONE,NORMAL
3.805,70.2,0.11,0.58,0.25,0.07,NONE,NORMAL
3.809,64.06,0.11,0.58,0.25,0.07,NONE,NORMAL
3.812,62.78,0.11,0.58,0.25,0.07,NONE,NORMAL
3.816,62.55,0.11,0.58,0.25,0.07,NONE,NORMAL
3.82,62.43,0.11,0.58,0.25,0.07,NONE,NORMAL
3.824,55.63,0.11,0.58,0.25,0.07,NONE,NORMAL
3.828,59.13,0.11,0.58,0.25,0.07,NONE,NORMAL
3.832,46.49,0.11,0.58,0.25,0.07,NONE,NORMAL
3.836,34.7,0.11,0.58,0.25,0.07,NONE,NORMAL
3.84,32.01,0.11,0.58,0.25,0.07,NONE,NORMAL
3.844,20.41,0.11,0.58,0.25,0.07,NONE,NORMAL
3.848,14.54,0.11,0.58,0.25,0.07,NONE,NORMAL
3.852,-4.48,0.11,0.58,0.25,0.07,NONE,NORMAL
3.855,-17.12,0.11,0.58,0.25,0.07,NONE,NORMAL
3.859,-21.32,0.11,0.58,0.25,0.07,NONE,NORMAL
3.863,-48.15,0.11,0.58,0.25,0.07,NONE,NORMAL
3.867,-49.48,0.11,0.58,0.25,0.07,NONE,NORMAL
3.871,-70.19,0.11,0.58,0.25,0.07,NONE,NORMAL
3.875,-92.27,0.11,0.58,0.25,0.07,NONE,NORMAL
3.879,-83.25,0.11,0.58,0.25,0.07,NONE,NORMAL
3.883,-91.88,0.11,0.58,0.25,0.07,NONE,NORMAL
3.887,-102.91,0.11,0.58,0.25,0.07,NONE,NORMAL
3.891,-106.55,0.11,0.58,0.25,0.07,NONE,NORMAL
3.895,-102.75,0.11,0.58,0.25,0.07,NONE,NORMAL
3.898,-94.13,0.11,0.58,0.25,0.07,NONE,NORMAL
3.902,-92.95,0.11,0.58,0.25,0.07,NONE,NORMAL
3.906,-78.74,0.11,0.58,0.25,0.07,NONE,NORMAL
3.91,-67.41,0.11,0.58,0.25,0.07,NONE,NORMAL
3.914,-62.99,0.11,0.58,0.25,0.07,NONE,NORMAL
3.918,-45.85,0.11,0.58,0.25,0.07,NONE,NORMAL
3.922,-23.83,0.11,0.58,0.25,0.07,NONE,NORMAL
3.926,-3.84,0.11,0.58,0.25,0.07,NONE,NORMAL
3.93,20.38,0.11,0.58,0.25,0.07,NONE,NORMAL
3.934,36.94,0.11,0.58,0.25,0.07,NONE,NORMAL
3.938,48.81,0.11,0.58,0.25,0.07,NONE,NORMAL
3.941,63.45,0.11,0.58,0.25,0.07,NONE,NORMAL
3.945,85.25,0.11,0.58,0.25,0.07,NONE,NORMAL
3.949,97.24,0.11,0.58,0.25,0.07,NONE,NORMAL
3.953,103.46,0.11,0.58,0.25,0.07,NONE,NORMAL
3.957,93.47,0.11,0.58,0.25,0.07,NONE,NORMAL
3.961,104.12,0.11,0.58,0.25,0.07,NONE,NORMAL
3.965,107.05,0.11,0.58,0.25,0.07,NONE,NORMAL
3.969,88.42,0.11,0.58,0.25,0.07,NONE,NORMAL
3.973,86.21,0.11,0.58,0.25,0.07,NONE,NORMAL
3.977,84.42,0.11,0.58,0.25,0.07,NONE,NORMAL
3.98,74.68,0.11,0.58,0.25,0.07,NONE,NORMAL
3.984,66.19,0.11,0.58,0.25,0.07,NONE,NORMAL
3.988,46.64,0.11,0.58,0.25,0.07,NONE,NORMAL
3.992,34.67,0.11,0.58,0.25,0.07,NONE,NORMAL
3.996,25.93,0.11,0.58,0.25,0.07,NONE,NORMAL
4.0,3.39,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.004,-10.37,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.008,-10.98,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.012,-10.76,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.016,-19.65,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.02,-22.49,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.023,-28.67,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.027,-27.93,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.031,-27.96,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.035,-31.37,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.039,-33.29,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.043,-33.66,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.047,-33.31,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.051,-45.14,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.055,-38.28,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.059,-37.03,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.062,-28.89,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.066,-25.92,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.07,-6.67,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.074,-16.14,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.078,-3.62,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.082,-0.92,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.086,11.65,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.09,10.08,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.094,20.62,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.098,24.17,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.102,22.13,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.105,25.77,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.109,27.08,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.113,9.54,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.117,11.24,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.121,8.7,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.125,11.52,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.129,-3.22,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.133,-12.35,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.137,-17.99,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.141,-30.32,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.145,-23.54,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.148,-18.72,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.152,-23.29,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.156,-31.3,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.16,-24.18,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.164,-13.56,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.168,-0.11,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.172,1.43,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.176,9.08,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.18,14.0,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.184,21.69,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.188,17.79,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.191,24.1,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.195,20.65,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.199,22.96,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.203,26.06,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.207,10.09,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.211,11.34,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.215,8.03,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.219,-1.09,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.223,-5.4,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.227,-2.93,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.23,-15.94,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.234,-23.76,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.238,-23.46,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.242,-14.8,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.246,-12.17,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.25,-21.85,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.254,-12.28,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.258,-12.89,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.262,2.46,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.266,10.04,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.27,5.54,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.273,23.5,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.277,21.05,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.281,18.65,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.285,26.59,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.289,30.53,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.293,44.26,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.297,36.4,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.301,43.22,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.305,44.54,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.309,35.22,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.312,35.98,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.316,36.9,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.32,28.46,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.324,20.17,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.328,19.75,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.332,15.54,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.336,10.55,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.34,10.26,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.344,-0.38,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.348,-9.95,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.352,-17.13,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.355,-27.84,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.359,-39.94,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.363,-45.61,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.367,-54.54,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.371,-70.83,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.375,-79.64,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.379,-82.95,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.383,-84.2,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.387,-82.93,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.391,-88.67,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.395,-80.47,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.398,-80.23,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.402,-57.4,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.406,-51.48,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.41,-32.12,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.414,-16.41,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.418,0.65,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.422,20.13,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.426,27.37,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.43,46.57,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.434,59.63,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.438,75.77,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.441,75.55,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.445,89.96,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.449,86.41,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.453,86.43,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.457,81.69,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.461,82.71,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.465,65.6,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.469,62.5,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.473,40.57,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.477,34.21,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.48,35.08,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.484,29.91,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.488,7.59,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.492,12.08,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.496,-6.07,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.5,-10.8,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.504,-26.04,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.508,-19.79,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.512,-18.55,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.516,-36.15,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.52,-25.48,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.523,-33.78,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.527,-35.63,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.531,-36.52,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.535,-33.59,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.539,-26.5,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.543,-39.14,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.547,-33.0,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.551,-38.35,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.555,-15.26,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.559,-17.97,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.562,-13.46,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.566,-1.9,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.57,1.02,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.574,-1.82,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.578,5.88,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.582,12.1,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.586,17.93,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.59,20.32,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.594,29.48,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.598,24.92,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.602,26.48,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.605,19.61,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.609,4.01,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.613,11.26,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.617,3.38,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.621,-7.85,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.625,-11.76,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.629,-14.63,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.633,-24.49,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.637,-17.11,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.641,-26.3,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.645,-19.9,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.648,-23.5,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.652,-19.67,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.656,-8.98,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.66,0.29,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.664,3.47,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.668,10.58,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.672,6.67,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.676,20.3,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.68,21.33,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.684,13.29,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.688,22.25,0.19,0.36,0.33,0.12,NONE,BORDERLINE
