time,amplitude,theta_power,alpha_power,beta_power,gamma_power,command,motor_impairment
3.152,-20.14,0.14,0.35,0.41,0.11,NONE,NORMAL
3.156,-16.58,0.14,0.35,0.41,0.11,NONE,NORMAL
3.16,-31.08,0.14,0.35,0.41,0.11,NONE,NORMAL
3.164,-39.2,0.14,0.35,0.41,0.11,NONE,NORMAL
3.168,-30.9,0.14,0.35,0.41,0.11,NONE,NORMAL
3.172,-30.43,0.14,0.35,0.41,0.11,NONE,NORMAL
3.176,-29.39,0.14,0.35,0.41,0.11,NONE,NORMAL
3.18,-17.29,0.14,0.35,0.41,0.11,NONE,NORMAL
3.184,-13.9,0.14,0.35,0.41,0.11,NONE,NORMAL
3.188,-13.58,0.14,0.35,0.41,0.11,NONE,NORMAL
3.191,3.79,0.14,0.35,0.41,0.11,NONE,NORMAL
3.195,18.21,0.14,0.35,0.41,0.11,NONE,NORMAL
3.199,20.73,0.14,0.35,0.41,0.11,NONE,NORMAL
3.203,36.02,0.14,0.35,0.41,0.11,NONE,NORMAL
3.207,31.53,0.14,0.35,0.41,0.11,NONE,NORMAL
3.211,30.79,0.14,0.35,0.41,0.11,NONE,NORMAL
3.215,27.68,0.14,0.35,0.41,0.11,NONE,NORMAL
3.219,37.45,0.14,0.35,0.41,0.11,NONE,NORMAL
3.223,26.21,0.14,0.35,0.41,0.11,NONE,NORMAL
3.227,22.73,0.14,0.35,0.41,0.11,NONE,NORMAL
3.23,20.96,0.14,0.35,0.41,0.11,NONE,NORMAL
3.234,18.16,0.14,0.35,0.41,0.11,NONE,NORMAL
3.238,5.82,0.14,0.35,0.41,0.11,NONE,NORMAL
3.242,-5.52,0.14,0.35,0.41,0.11,NONE,NORMAL
3.246,-19.3,0.14,0.35,0.41,0.11,NONE,NORMAL
3.25,-24.71,0.14,0.35,0.41,0.11,NONE,NORMAL
3.254,-33.22,0.14,0.35,0.41,0.11,NONE,NORMAL
3.258,-17.23,0.14,0.35,0.41,0.11,NONE,NORMAL
3.262,-23.21,0.14,0.35,0.41,0.11,NONE,NORMAL
3.266,-30.48,0.14,0.35,0.41,0.11,NONE,NORMAL
3.27,-34.38,0.14,0.35,0.41,0.11,NONE,NORMAL
3.273,-26.94,0.14,0.35,0.41,0.11,NONE,NORMAL
3.277,-17.27,0.14,0.35,0.41,0.11,NONE,NORMAL
3.281,-14.25,0.14,0.35,0.41,0.11,NONE,NORMAL
3.285,-13.32,0.14,0.35,0.41,0.11,NONE,NORMAL
3.289,-3.06,0.14,0.35,0.41,0.11,NONE,NORMAL
3.293,10.63,0.14,0.35,0.41,0.11,NONE,NORMAL
3.297,17.75,0.14,0.35,0.41,0.11,NONE,NORMAL
3.301,19.4,0.14,0.35,0.41,0.11,NONE,NORMAL
3.305,25.82,0.14,0.35,0.41,0.11,NONE,NORMAL
3.309,28.92,0.14,0.35,0.41,0.11,NONE,NORMAL
3.312,45.33,0.14,0.35,0.41,0.11,NONE,NORMAL
3.316,36.56,0.14,0.35,0.41,0.11,NONE,NORMAL
3.32,48.99,0.14,0.35,0.41,0.11,NONE,NORMAL
3.324,43.89,0.14,0.35,0.41,0.11,NONE,NORMAL
3.328,50.8,0.14,0.35,0.41,0.11,NONE,NORMAL
3.332,47.65,0.14,0.35,0.41,0.11,NONE,NORMAL
3.336,42.09,0.14,0.35,0.41,0.11,NONE,NORMAL
3.34,45.31,0.14,0.35,0.41,0.11,NONE,NORMAL
3.344,40.56,0.14,0.35,0.41,0.11,NONE,NORMAL
3.348,44.89,0.14,0.35,0.41,0.11,NONE,NORMAL
3.352,29.2,0.14,0.35,0.41,0.11,NONE,NORMAL
3.355,13.65,0.14,0.35,0.41,0.11,NONE,NORMAL
3.359,16.81,0.14,0.35,0.41,0.11,NONE,NORMAL
3.363,7.55,0.14,0.35,0.41,0.11,NONE,NORMAL
3.367,0.21,0.14,0.35,0.41,0.11,NONE,NORMAL
3.371,-16.21,0.14,0.35,0.41,0.11,NONE,NORMAL
3.375,-39.56,0.14,0.35,0.41,0.11,NONE,NORMAL
3.379,-45.61,0.14,0.35,0.41,0.11,NONE,NORMAL
3.383,-60.85,0.14,0.35,0.41,0.11,NONE,NORMAL
3.387,-64.62,0.14,0.35,0.41,0.11,NONE,NORMAL
3.391,-76.59,0.14,0.35,0.41,0.11,NONE,NORMAL
3.395,-86.33,0.14,0.35,0.41,0.11,NONE,NORMAL
3.398,-101.65,0.14,0.35,0.41,0.11,NONE,NORMAL
3.402,-98.76,0.14,0.35,0.41,0.11,NONE,NORMAL
3.406,-101.51,0.14,0.35,0.41,0.11,NONE,NORMAL
3.41,-97.3,0.14,0.35,0.41,0.11,NONE,NORMAL
3.414,-92.11,0.14,0.35,0.41,0.11,NONE,NORMAL
3.418,-79.6,0.14,0.35,0.41,0.11,NONE,NORMAL
3.422,-62.81,0.14,0.35,0.41,0.11,NONE,NORMAL
3.426,-53.46,0.14,0.35,0.41,0.11,NONE,NORMAL
3.43,-28.5,0.14,0.35,0.41,0.11,NONE,NORMAL
3.434,-12.35,0.14,0.35,0.41,0.11,NONE,NORMAL
3.438,3.22,0.14,0.35,0.41,0.11,NONE,NORMAL
3.441,25.12,0.14,0.35,0.41,0.11,NONE,NORMAL
3.445,48.05,0.14,0.35,0.41,0.11,NONE,NORMAL
3.449,75.3,0.14,0.35,0.41,0.11,NONE,NORMAL
3.453,71.71,0.14,0.35,0.41,0.11,NONE,NORMAL
3.457,89.67,0.14,0.35,0.41,0.11,NONE,NORMAL
3.461,98.0,0.14,0.35,0.41,0.11,NONE,NORMAL
3.465,92.7,0.14,0.35,0.41,0.11,NONE,NORMAL
3.469,93.22,0.14,0.35,0.41,0.11,NONE,NORMAL
3.473,98.77,0.14,0.35,0.41,0.11,NONE,NORMAL
3.477,85.82,0.14,0.35,0.41,0.11,NONE,NORMAL
3.48,81.56,0.14,0.35,0.41,0.11,NONE,NORMAL
3.484,71.83,0.14,0.35,0.41,0.11,NONE,NORMAL
3.488,52.86,0.14,0.35,0.41,0.11,NONE,NORMAL
3.492,61.06,0.14,0.35,0.41,0.11,NONE,NORMAL
3.496,27.8,0.14,0.35,0.41,0.11,NONE,NORMAL
3.5,21.87,0.14,0.35,0.41,0.11,NONE,NORMAL
3.504,0.81,0.14,0.35,0.41,0.11,NONE,NORMAL
3.508,3.01,0.14,0.35,0.41,0.11,NONE,NORMAL
3.512,-5.78,0.14,0.35,0.41,0.11,NONE,NORMAL
3.516,-20.93,0.14,0.35,0.41,0.11,NONE,NORMAL
3.52,-32.77,0.14,0.35,0.41,0.11,NONE,NORMAL
3.523,-24.38,0.14,0.35,0.41,0.11,NONE,NORMAL
3.527,-37.56,0.14,0.35,0.41,0.11,NONE,NORMAL
3.531,-45.66,0.14,0.35,0.41,0.11,NONE,NORMAL
3.535,-48.17,0.14,0.35,0.41,0.11,NONE,NORMAL
3.539,-46.09,0.14,0.35,0.41,0.11,NONE,NORMAL
3.543,-38.3,0.14,0.35,0.41,0.11,NONE,NORMAL
3.547,-50.6,0.14,0.35,0.41,0.11,NONE,NORMAL
3.551,-44.66,0.14,0.35,0.41,0.11,NONE,NORMAL
3.555,-45.96,0.14,0.35,0.41,0.11,NONE,NORMAL
3.559,-39.54,0.14,0.35,0.41,0.11,NONE,NORMAL
3.562,-32.13,0.14,0.35,0.41,0.11,NONE,NORMAL
3.566,-22.68,0.14,0.35,0.41,0.11,NONE,NORMAL
3.57,-25.81,0.14,0.35,0.41,0.11,NONE,NORMAL
3.574,-17.61,0.14,0.35,0.41,0.11,NONE,NORMAL
3.578,-5.42,0.14,0.35,0.41,0.11,NONE,NORMAL
3.582,-6.98,0.14,0.35,0.41,0.11,NONE,NORMAL
3.586,2.32,0.14,0.35,0.41,0.11,NONE,NORMAL
3.59,9.87,0.14,0.35,0.41,0.11,NONE,NORMAL
3.594,18.76,0.14,0.35,0.41,0.11,NONE,NORMAL
3.598,21.22,0.14,0.35,0.41,0.11,NONE,NORMAL
3.602,31.77,0.14,0.35,0.41,0.11,NONE,NORMAL
3.605,27.56,0.14,0.35,0.41,0.11,NONE,NORMAL
3.609,37.38,0.14,0.35,0.41,0.11,NONE,NORMAL
3.613,35.72,0.14,0.35,0.41,0.11,NONE,NORMAL
3.617,29.0,0.14,0.35,0.41,0.11,NONE,NORMAL
3.621,21.69,0.14,0.35,0.41,0.11,NONE,NORMAL
3.625,24.72,0.14,0.35,0.41,0.11,NONE,NORMAL
3.629,14.18,0.14,0.35,0.41,0.11,NONE,NORMAL
3.633,-0.0,0.14,0.35,0.41,0.11,NONE,NORMAL
3.637,-7.12,0.14,0.35,0.41,0.11,NONE,NORMAL
3.641,-14.91,0.14,0.35,0.41,0.11,NONE,NORMAL
3.645,-21.36,0.14,0.35,0.41,0.11,NONE,NORMAL
3.648,-21.47,0.14,0.35,0.41,0.11,NONE,NORMAL
3.652,-27.82,0.14,0.35,0.41,0.11,NONE,NORMAL
3.656,-28.92,0.14,0.35,0.41,0.11,NONE,NORMAL
3.66,-31.36,0.14,0.35,0.41,0.11,NONE,NORMAL
3.664,-29.68,0.14,0.35,0.41,0.11,NONE,NORMAL
3.668,-13.3,0.14,0.35,0.41,0.11,NONE,NORMAL
3.672,-15.5,0.14,0.35,0.41,0.11,NONE,NORMAL
3.676,-17.95,0.14,0.35,0.41,0.11,NONE,NORMAL
3.68,0.65,0.14,0.35,0.41,0.11,NONE,NORMAL
3.684,9.31,0.14,0.35,0.41,0.11,NONE,NORMAL
3.688,11.57,0.14,0.35,0.41,0.11,NONE,NORMAL
3.691,9.6,0.14,0.35,0.41,0.11,NONE,NORMAL
3.695,25.66,0.14,0.35,0.41,0.11,NONE,NORMAL
3.699,20.48,0.14,0.35,0.41,0.11,NONE,NORMAL
3.703,41.68,0.14,0.35,0.41,0.11,NONE,NORMAL
3.707,37.48,0.14,0.35,0.41,0.11,NONE,NORMAL
3.711,30.45,0.14,0.35,0.41,0.11,NONE,NORMAL
3.715,20.77,0.14,0.35,0.41,0.11,NONE,NORMAL
3.719,15.98,0.14,0.35,0.41,0.11,NONE,NORMAL
3.723,12.65,0.14,0.35,0.41,0.11,NONE,NORMAL
3.727,0.77,0.14,0.35,0.41,0.11,NONE,NORMAL
3.73,4.46,0.14,0.35,0.41,0.11,NONE,NORMAL
3.734,-9.31,0.14,0.35,0.41,0.11,NONE,NORMAL
3.738,-18.03,0.14,0.35,0.41,0.11,NONE,NORMAL
3.742,-25.56,0.14,0.35,0.41,0.11,NONE,NORMAL
3.746,-22.08,0.14,0.35,0.41,0.11,NONE,NORMAL
3.75,-27.81,0.14,0.35,0.41,0.11,NONE,NORMAL
3.754,-34.42,0.14,0.35,0.41,0.11,NONE,NORMAL
3.758,-27.35,0.14,0.35,0.41,0.11,NONE,NORMAL
3.762,-32.5,0.14,0.35,0.41,0.11,NONE,NORMAL
3.766,-24.23,0.14,0.35,0.41,0.11,NONE,NORMAL
3.77,-15.89,0.14,0.35,0.41,0.11,NONE,NORMAL
3.773,-9.45,0.14,0.35,0.41,0.11,NONE,NORMAL
3.777,-8.18,0.14,0.35,0.41,0.11,NONE,NORMAL
3.781,-3.06,0.14,0.35,0.41,0.11,NONE,NORMAL
3.785,7.64,0.14,0.35,0.41,0.11,NONE,NORMAL
3.789,18.75,0.14,0.35,0.41,0.11,NONE,NORMAL
3.793,19.53,0.14,0.35,0.41,0.11,NONE,NORMAL
3.797,32.87,0.14,0.35,0.41,0.11,NONE,NORMAL
3.801,36.66,0.14,0.35,0.41,0.11,NONE,NORMAL
3.805,36.71,0.14,0.35,0.41,0.11,NONE,NORMAL
3.809,43.13,0.14,0.35,0.41,0.11,NONE,NORMAL
3.812,36.34,0.14,0.35,0.41,0.11,NONE,NORMAL
3.816,46.87,0.14,0.35,0.41,0.11,NONE,NORMAL
3.82,47.64,0.14,0.35,0.41,0.11,NONE,NORMAL
3.824,40.34,0.14,0.35,0.41,0.11,NONE,NORMAL
3.828,47.54,0.14,0.35,0.41,0.11,NONE,NORMAL
3.832,43.15,0.14,0.35,0.41,0.11,NONE,NORMAL
3.836,35.22,0.14,0.35,0.41,0.11,NONE,NORMAL
3.84,33.52,0.14,0.35,0.41,0.11,NONE,NORMAL
3.844,35.25,0.14,0.35,0.41,0.11,NONE,NORMAL
3.848,20.71,0.14,0.35,0.41,0.11,NONE,NORMAL
3.852,14.62,0.14,0.35,0.41,0.11,NONE,NORMAL
3.855,13.91,0.14,0.35,0.41,0.11,NONE,NORMAL
3.859,-9.96,0.14,0.35,0.41,0.11,NONE,NORMAL
3.863,-35.19,0.14,0.35,0.41,0.11,NONE,NORMAL
3.867,-40.68,0.14,0.35,0.41,0.11,NONE,NORMAL
3.871,-52.19,0.14,0.35,0.41,0.11,NONE,NORMAL
3.875,-54.77,0.14,0.35,0.41,0.11,NONE,NORMAL
3.879,-69.56,0.14,0.35,0.41,0.11,NONE,NORMAL
3.883,-82.39,0.14,0.35,0.41,0.11,NONE,NORMAL
3.887,-95.56,0.14,0.35,0.41,0.11,NONE,NORMAL
3.891,-101.29,0.14,0.35,0.41,0.11,NONE,NORMAL
3.895,-103.8,0.14,0.35,0.41,0.11,NONE,NORMAL
3.898,-107.78,0.14,0.35,0.41,0.11,NONE,NORMAL
3.902,-91.77,0.14,0.35,0.41,0.11,NONE,NORMAL
3.906,-85.59,0.14,0.35,0.41,0.11,NONE,NORMAL
3.91,-82.34,0.14,0.35,0.41,0.11,NONE,NORMAL
3.914,-59.1,0.14,0.35,0.41,0.11,NONE,NORMAL
3.918,-39.66,0.14,0.35,0.41,0.11,NONE,NORMAL
3.922,-24.91,0.14,0.35,0.41,0.11,NONE,NORMAL
3.926,-0.61,0.14,0.35,0.41,0.11,NONE,NORMAL
3.93,19.54,0.14,0.35,0.41,0.11,NONE,NORMAL
3.934,31.3,0.14,0.35,0.41,0.11,NONE,NORMAL
3.938,50.69,0.14,0.35,0.41,0.11,NONE,NORMAL
3.941,69.89,0.14,0.35,0.41,0.11,NONE,NORMAL
3.945,81.87,0.14,0.35,0.41,0.11,NONE,NORMAL
3.949,87.08,0.14,0.35,0.41,0.11,NONE,NORMAL
3.953,97.9,0.14,0.35,0.41,0.11,NONE,NORMAL
3.957,103.28,0.14,0.35,0.41,0.11,NONE,NORMAL
3.961,100.17,0.14,0.35,0.41,0.11,NONE,NORMAL
3.965,91.02,0.14,0.35,0.41,0.11,NONE,NORMAL
3.969,89.61,0.14,0.35,0.41,0.11,NONE,NORMAL
3.973,79.12,0.14,0.35,0.41,0.11,NONE,NORMAL
3.977,66.21,0.14,0.35,0.41,0.11,NONE,NORMAL
3.98,59.48,0.14,0.35,0.41,0.11,NONE,NORMAL
3.984,41.58,0.14,0.35,0.41,0.11,NONE,NORMAL
3.988,26.13,0.14,0.35,0.41,0.11,NONE,NORMAL
3.992,5.4,0.14,0.35,0.41,0.11,NONE,NORMAL
3.996,9.66,0.14,0.35,0.41,0.11,NONE,NORMAL
4.0,15.43,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.004,9.62,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.008,-11.43,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.012,-5.74,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.016,-20.94,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.02,-28.8,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.023,-25.66,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.027,-27.99,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.031,-25.01,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.035,-31.97,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.039,-48.14,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.043,-38.6,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.047,-40.26,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.051,-40.75,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.055,-37.14,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.059,-43.26,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.062,-38.67,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.066,-25.41,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.07,-23.61,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.074,-22.93,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.078,-18.4,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.082,1.11,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.086,4.46,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.09,2.65,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.094,12.24,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.098,21.45,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.102,9.92,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.105,21.22,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.109,23.55,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.113,21.04,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.117,18.3,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.121,19.44,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.125,8.73,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.129,2.66,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.133,-1.65,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.137,-10.44,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.141,-15.57,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.145,-16.98,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.148,-17.56,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.152,-25.5,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.156,-17.43,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.16,-14.54,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.164,-5.0,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.168,-5.04,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.172,-5.12,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.176,11.75,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.18,11.71,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.184,3.02,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.188,24.36,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.191,16.31,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.195,20.45,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.199,22.05,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.203,19.86,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.207,18.1,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.211,-3.58,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.215,-7.57,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.219,-8.07,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.223,-7.64,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.227,-17.47,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.23,-21.37,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.234,-34.84,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.238,-26.59,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.242,-37.13,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.246,-15.06,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.25,-16.64,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.254,-12.17,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.258,1.55,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.262,-2.68,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.266,7.34,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.27,22.12,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.273,29.11,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.277,39.51,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.281,32.68,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.285,41.32,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.289,40.72,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.293,50.26,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.297,42.89,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.301,40.74,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.305,35.59,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.309,26.74,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.312,29.9,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.316,33.93,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.32,24.25,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.324,22.6,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.328,13.11,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.332,16.81,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.336,18.16,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.34,10.6,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.344,-0.53,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.348,-13.19,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.352,-25.31,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.355,-28.22,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.359,-45.66,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.363,-63.15,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.367,-67.56,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.371,-77.82,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.375,-80.27,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.379,-82.67,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.383,-98.27,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.387,-92.75,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.391,-96.16,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.395,-89.27,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.398,-83.94,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.402,-65.58,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.406,-46.97,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.41,-26.17,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.414,-21.34,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.418,4.69,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.422,19.89,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.426,43.78,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.43,53.72,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.434,65.96,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.438,77.04,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.441,84.16,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.445,100.74,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.449,93.87,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.453,90.76,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.457,88.4,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.461,85.08,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.465,68.12,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.469,56.71,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.473,46.1,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.477,40.39,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.48,22.2,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.484,20.85,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.488,17.19,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.492,5.23,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.496,0.47,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.5,-14.59,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.504,-13.8,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.508,-23.2,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.512,-24.08,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.516,-25.72,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.52,-25.44,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.523,-32.81,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.527,-36.87,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.531,-33.24,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.535,-43.84,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.539,-31.27,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.543,-35.83,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.547,-38.57,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.551,-35.67,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.555,-35.5,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.559,-24.29,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.562,-26.53,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.566,-18.26,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.57,-8.78,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.574,0.46,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.578,7.05,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.582,14.75,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.586,11.95,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.59,18.62,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.594,24.8,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.598,23.96,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.602,18.04,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.605,24.8,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.609,18.03,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.613,14.93,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.617,-1.93,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.621,-2.23,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.625,-6.37,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.629,-9.08,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.633,-11.77,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.637,-17.19,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.641,-16.06,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.645,-23.63,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.648,-21.62,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.652,-14.22,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.656,-16.26,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.66,-8.34,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.664,-0.69,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.668,6.12,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.672,9.89,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.676,17.22,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.68,20.54,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.684,12.6,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.688,26.4,0.19,0.39,0.28,0.14,NONE,BORDERLINE
