time,amplitude,theta_power,alpha_power,beta_power,gamma_power,command,attention_deficit
3.152,-11.48,0.18,0.34,0.35,0.13,NONE,NORMAL
3.156,-32.6,0.18,0.34,0.35,0.13,NONE,NORMAL
3.16,-31.18,0.18,0.34,0.35,0.13,NONE,NORMAL
3.164,-30.91,0.18,0.34,0.35,0.13,NONE,NORMAL
3.168,-38.79,0.18,0.34,0.35,0.13,NONE,NORMAL
3.172,-29.49,0.18,0.34,0.35,0.13,NONE,NORMAL
3.176,-27.21,0.18,0.34,0.35,0.13,NONE,NORMAL
3.18,-27.62,0.18,0.34,0.35,0.13,NONE,NORMAL
3.184,-9.19,0.18,0.34,0.35,0.13,NONE,NORMAL
3.188,-7.44,0.18,0.34,0.35,0.13,NONE,NORMAL
3.191,5.63,0.18,0.34,0.35,0.13,NONE,NORMAL
3.195,13.09,0.18,0.34,0.35,0.13,NONE,NORMAL
3.199,12.32,0.18,0.34,0.35,0.13,NONE,NORMAL
3.203,14.48,0.18,0.34,0.35,0.13,NONE,NORMAL
3.207,23.37,0.18,0.34,0.35,0.13,NONE,NORMAL
3.211,29.99,0.18,0.34,0.35,0.13,NONE,NORMAL
3.215,25.75,0.18,0.34,0.35,0.13,NONE,NORMAL
3.219,29.25,0.18,0.34,0.35,0.13,NONE,NORMAL
3.223,30.44,0.18,0.34,0.35,0.13,NONE,NORMAL
3.227,22.52,0.18,0.34,0.35,0.13,NONE,NORMAL
3.23,12.86,0.18,0.34,0.35,0.13,NONE,NORMAL
3.234,15.87,0.18,0.34,0.35,0.13,NONE,NORMAL
3.238,0.85,0.18,0.34,0.35,0.13,NONE,NORMAL
3.242,-3.96,0.18,0.34,0.35,0.13,NONE,NORMAL
3.246,-15.63,0.18,0.34,0.35,0.13,NONE,NORMAL
3.25,-25.64,0.18,0.34,0.35,0.13,NONE,NORMAL
3.254,-23.81,0.18,0.34,0.35,0.13,NONE,NORMAL
3.258,-33.0,0.18,0.34,0.35,0.13,NONE,NORMAL
3.262,-30.67,0.18,0.34,0.35,0.13,NONE,NORMAL
3.266,-11.03,0.18,0.34,0.35,0.13,NONE,NORMAL
3.27,-30.04,0.18,0.34,0.35,0.13,NONE,NORMAL
3.273,-17.18,0.18,0.34,0.35,0.13,NONE,NORMAL
3.277,-13.63,0.18,0.34,0.35,0.13,NONE,NORMAL
3.281,-2.58,0.18,0.34,0.35,0.13,NONE,NORMAL
3.285,8.61,0.18,0.34,0.35,0.13,NONE,NORMAL
3.289,7.18,0.18,0.34,0.35,0.13,NONE,NORMAL
3.293,17.07,0.18,0.34,0.35,0.13,NONE,NORMAL
3.297,25.63,0.18,0.34,0.35,0.13,NONE,NORMAL
3.301,33.93,0.18,0.34,0.35,0.13,NONE,NORMAL
3.305,33.63,0.18,0.34,0.35,0.13,NONE,NORMAL
3.309,30.13,0.18,0.34,0.35,0.13,NONE,NORMAL
3.312,28.85,0.18,0.34,0.35,0.13,NONE,NORMAL
3.316,39.6,0.18,0.34,0.35,0.13,NONE,NORMAL
3.32,52.11,0.18,0.34,0.35,0.13,NONE,NORMAL
3.324,40.22,0.18,0.34,0.35,0.13,NONE,NORMAL
3.328,34.59,0.18,0.34,0.35,0.13,NONE,NORMAL
3.332,34.39,0.18,0.34,0.35,0.13,NONE,NORMAL
3.336,34.62,0.18,0.34,0.35,0.13,NONE,NORMAL
3.34,37.41,0.18,0.34,0.35,0.13,NONE,NORMAL
3.344,38.92,0.18,0.34,0.35,0.13,NONE,NORMAL
3.348,29.42,0.18,0.34,0.35,0.13,NONE,NORMAL
3.352,28.74,0.18,0.34,0.35,0.13,NONE,NORMAL
3.355,8.16,0.18,0.34,0.35,0.13,NONE,NORMAL
3.359,0.4,0.18,0.34,0.35,0.13,NONE,NORMAL
3.363,2.08,0.18,0.34,0.35,0.13,NONE,NORMAL
3.367,-5.12,0.18,0.34,0.35,0.13,NONE,NORMAL
3.371,-21.21,0.18,0.34,0.35,0.13,NONE,NORMAL
3.375,-30.1,0.18,0.34,0.35,0.13,NONE,NORMAL
3.379,-50.25,0.18,0.34,0.35,0.13,NONE,NORMAL
3.383,-53.91,0.18,0.34,0.35,0.13,NONE,NORMAL
3.387,-56.59,0.18,0.34,0.35,0.13,NONE,NORMAL
3.391,-84.35,0.18,0.34,0.35,0.13,NONE,NORMAL
3.395,-82.21,0.18,0.34,0.35,0.13,NONE,NORMAL
3.398,-101.89,0.18,0.34,0.35,0.13,NONE,NORMAL
3.402,-107.39,0.18,0.34,0.35,0.13,NONE,NORMAL
3.406,-101.69,0.18,0.34,0.35,0.13,NONE,NORMAL
3.41,-79.56,0.18,0.34,0.35,0.13,NONE,NORMAL
3.414,-95.28,0.18,0.34,0.35,0.13,NONE,NORMAL
3.418,-74.6,0.18,0.34,0.35,0.13,NONE,NORMAL
3.422,-69.07,0.18,0.34,0.35,0.13,NONE,NORMAL
3.426,-50.43,0.18,0.34,0.35,0.13,NONE,NORMAL
3.43,-25.05,0.18,0.34,0.35,0.13,NONE,NORMAL
3.434,-9.88,0.18,0.34,0.35,0.13,NONE,NORMAL
3.438,8.11,0.18,0.34,0.35,0.13,NONE,NORMAL
3.441,27.93,0.18,0.34,0.35,0.13,NONE,NORMAL
3.445,42.34,0.18,0.34,0.35,0.13,NONE,NORMAL
3.449,64.91,0.18,0.34,0.35,0.13,NONE,NORMAL
3.453,72.99,0.18,0.34,0.35,0.13,NONE,NORMAL
3.457,89.63,0.18,0.34,0.35,0.13,NONE,NORMAL
3.461,94.85,0.18,0.34,0.35,0.13,NONE,NORMAL
3.465,104.11,0.18,0.34,0.35,0.13,NONE,NORMAL
3.469,99.01,0.18,0.34,0.35,0.13,NONE,NORMAL
3.473,101.5,0.18,0.34,0.35,0.13,NONE,NORMAL
3.477,93.56,0.18,0.34,0.35,0.13,NONE,NORMAL
3.48,80.09,0.18,0.34,0.35,0.13,NONE,NORMAL
3.484,73.54,0.18,0.34,0.35,0.13,NONE,NORMAL
3.488,62.5,0.18,0.34,0.35,0.13,NONE,NORMAL
3.492,49.04,0.18,0.34,0.35,0.13,NONE,NORMAL
3.496,35.57,0.18,0.34,0.35,0.13,NONE,NORMAL
3.5,14.14,0.18,0.34,0.35,0.13,NONE,NORMAL
3.504,15.02,0.18,0.34,0.35,0.13,NONE,NORMAL
3.508,17.38,0.18,0.34,0.35,0.13,NONE,NORMAL
3.512,-14.56,0.18,0.34,0.35,0.13,NONE,NORMAL
3.516,-17.7,0.18,0.34,0.35,0.13,NONE,NORMAL
3.52,-27.7,0.18,0.34,0.35,0.13,NONE,NORMAL
3.523,-35.09,0.18,0.34,0.35,0.13,NONE,NORMAL
3.527,-28.75,0.18,0.34,0.35,0.13,NONE,NORMAL
3.531,-25.58,0.18,0.34,0.35,0.13,NONE,NORMAL
3.535,-31.8,0.18,0.34,0.35,0.13,NONE,NORMAL
3.539,-34.68,0.18,0.34,0.35,0.13,NONE,NORMAL
3.543,-33.35,0.18,0.34,0.35,0.13,NONE,NORMAL
3.547,-36.32,0.18,0.34,0.35,0.13,NONE,NORMAL
3.551,-36.78,0.18,0.34,0.35,0.13,NONE,NORMAL
3.555,-39.22,0.18,0.34,0.35,0.13,NONE,NORMAL
3.559,-38.92,0.18,0.34,0.35,0.13,NONE,NORMAL
3.562,-38.65,0.18,0.34,0.35,0.13,NONE,NORMAL
3.566,-36.9,0.18,0.34,0.35,0.13,NONE,NORMAL
3.57,-25.65,0.18,0.34,0.35,0.13,NONE,NORMAL
3.574,-16.91,0.18,0.34,0.35,0.13,NONE,NORMAL
3.578,-20.93,0.18,0.34,0.35,0.13,NONE,NORMAL
3.582,-10.56,0.18,0.34,0.35,0.13,NONE,NORMAL
3.586,0.5,0.18,0.34,0.35,0.13,NONE,NORMAL
3.59,3.66,0.18,0.34,0.35,0.13,NONE,NORMAL
3.594,12.02,0.18,0.34,0.35,0.13,NONE,NORMAL
3.598,12.5,0.18,0.34,0.35,0.13,NONE,NORMAL
3.602,14.72,0.18,0.34,0.35,0.13,NONE,NORMAL
3.605,26.73,0.18,0.34,0.35,0.13,NONE,NORMAL
3.609,27.14,0.18,0.34,0.35,0.13,NONE,NORMAL
3.613,23.77,0.18,0.34,0.35,0.13,NONE,NORMAL
3.617,17.35,0.18,0.34,0.35,0.13,NONE,NORMAL
3.621,24.54,0.18,0.34,0.35,0.13,NONE,NORMAL
3.625,4.33,0.18,0.34,0.35,0.13,NONE,NORMAL
3.629,13.26,0.18,0.34,0.35,0.13,NONE,NORMAL
3.633,-0.26,0.18,0.34,0.35,0.13,NONE,NORMAL
3.637,4.04,0.18,0.34,0.35,0.13,NONE,NORMAL
3.641,-6.66,0.18,0.34,0.35,0.13,NONE,NORMAL
3.645,-22.88,0.18,0.34,0.35,0.13,NONE,NORMAL
3.648,-27.3,0.18,0.34,0.35,0.13,NONE,NORMAL
3.652,-35.42,0.18,0.34,0.35,0.13,NONE,NORMAL
3.656,-39.45,0.18,0.34,0.35,0.13,NONE,NORMAL
3.66,-29.19,0.18,0.34,0.35,0.13,NONE,NORMAL
3.664,-29.38,0.18,0.34,0.35,0.13,NONE,NORMAL
3.668,-26.24,0.18,0.34,0.35,0.13,NONE,NORMAL
3.672,-9.57,0.18,0.34,0.35,0.13,NONE,NORMAL
3.676,-9.29,0.18,0.34,0.35,0.13,NONE,NORMAL
3.68,4.21,0.18,0.34,0.35,0.13,NONE,NORMAL
3.684,18.27,0.18,0.34,0.35,0.13,NONE,NORMAL
3.688,10.29,0.18,0.34,0.35,0.13,NONE,NORMAL
3.691,14.57,0.18,0.34,0.35,0.13,NONE,NORMAL
3.695,35.62,0.18,0.34,0.35,0.13,NONE,NORMAL
3.699,24.92,0.18,0.34,0.35,0.13,NONE,NORMAL
3.703,33.21,0.18,0.34,0.35,0.13,NONE,NORMAL
3.707,37.16,0.18,0.34,0.35,0.13,NONE,NORMAL
3.711,30.67,0.18,0.34,0.35,0.13,NONE,NORMAL
3.715,24.34,0.18,0.34,0.35,0.13,NONE,NORMAL
3.719,14.06,0.18,0.34,0.35,0.13,NONE,NORMAL
3.723,20.46,0.18,0.34,0.35,0.13,NONE,NORMAL
3.727,11.44,0.18,0.34,0.35,0.13,NONE,NORMAL
3.73,-0.8,0.18,0.34,0.35,0.13,NONE,NORMAL
3.734,-9.43,0.18,0.34,0.35,0.13,NONE,NORMAL
3.738,-15.38,0.18,0.34,0.35,0.13,NONE,NORMAL
3.742,-17.85,0.18,0.34,0.35,0.13,NONE,NORMAL
3.746,-23.64,0.18,0.34,0.35,0.13,NONE,NORMAL
3.75,-18.85,0.18,0.34,0.35,0.13,NONE,NORMAL
3.754,-22.88,0.18,0.34,0.35,0.13,NONE,NORMAL
3.758,-26.67,0.18,0.34,0.35,0.13,NONE,NORMAL
3.762,-15.24,0.18,0.34,0.35,0.13,NONE,NORMAL
3.766,-10.89,0.18,0.34,0.35,0.13,NONE,NORMAL
3.77,-15.5,0.18,0.34,0.35,0.13,NONE,NORMAL
3.773,2.39,0.18,0.34,0.35,0.13,NONE,NORMAL
3.777,10.37,0.18,0.34,0.35,0.13,NONE,NORMAL
3.781,9.7,0.18,0.34,0.35,0.13,NONE,NORMAL
3.785,12.41,0.18,0.34,0.35,0.13,NONE,NORMAL
3.789,25.93,0.18,0.34,0.35,0.13,NONE,NORMAL
3.793,32.92,0.18,0.34,0.35,0.13,NONE,NORMAL
3.797,33.07,0.18,0.34,0.35,0.13,NONE,NORMAL
3.801,29.34,0.18,0.34,0.35,0.13,NONE,NORMAL
3.805,37.9,0.18,0.34,0.35,0.13,NONE,NORMAL
3.809,41.96,0.18,0.34,0.35,0.13,NONE,NORMAL
3.812,39.78,0.18,0.34,0.35,0.13,NONE,NORMAL
3.816,47.93,0.18,0.34,0.35,0.13,NONE,NORMAL
3.82,33.23,0.18,0.34,0.35,0.13,NONE,NORMAL
3.824,36.13,0.18,0.34,0.35,0.13,NONE,NORMAL
3.828,39.43,0.18,0.34,0.35,0.13,NONE,NORMAL
3.832,28.82,0.18,0.34,0.35,0.13,NONE,NORMAL
3.836,28.09,0.18,0.34,0.35,0.13,NONE,NORMAL
3.84,21.44,0.18,0.34,0.35,0.13,NONE,NORMAL
3.844,24.44,0.18,0.34,0.35,0.13,NONE,NORMAL
3.848,10.9,0.18,0.34,0.35,0.13,NONE,NORMAL
3.852,-2.18,0.18,0.34,0.35,0.13,NONE,NORMAL
3.855,-13.01,0.18,0.34,0.35,0.13,NONE,NORMAL
3.859,-15.0,0.18,0.34,0.35,0.13,NONE,NORMAL
3.863,-31.91,0.18,0.34,0.35,0.13,NONE,NORMAL
3.867,-38.56,0.18,0.34,0.35,0.13,NONE,NORMAL
3.871,-52.24,0.18,0.34,0.35,0.13,NONE,NORMAL
3.875,-63.72,0.18,0.34,0.35,0.13,NONE,NORMAL
3.879,-72.22,0.18,0.34,0.35,0.13,NONE,NORMAL
3.883,-80.16,0.18,0.34,0.35,0.13,NONE,NORMAL
3.887,-86.91,0.18,0.34,0.35,0.13,NONE,NORMAL
3.891,-87.47,0.18,0.34,0.35,0.13,NONE,NORMAL
3.895,-91.83,0.18,0.34,0.35,0.13,NONE,NORMAL
3.898,-92.12,0.18,0.34,0.35,0.13,NONE,NORMAL
3.902,-95.38,0.18,0.34,0.35,0.13,NONE,NORMAL
3.906,-82.75,0.18,0.34,0.35,0.13,NONE,NORMAL
3.91,-83.16,0.18,0.34,0.35,0.13,NONE,NORMAL
3.914,-64.7,0.18,0.34,0.35,0.13,NONE,NORMAL
3.918,-39.13,0.18,0.34,0.35,0.13,NONE,NORMAL
3.922,-23.52,0.18,0.34,0.35,0.13,NONE,NORMAL
3.926,-2.46,0.18,0.34,0.35,0.13,NONE,NORMAL
3.93,10.73,0.18,0.34,0.35,0.13,NONE,NORMAL
3.934,30.15,0.18,0.34,0.35,0.13,NONE,NORMAL
3.938,52.66,0.18,0.34,0.35,0.13,NONE,NORMAL
3.941,67.23,0.18,0.34,0.35,0.13,NONE,NORMAL
3.945,74.07,0.18,0.34,0.35,0.13,NONE,NORMAL
3.949,85.36,0.18,0.34,0.35,0.13,NONE,NORMAL
3.953,99.9,0.18,0.34,0.35,0.13,NONE,NORMAL
3.957,90.3,0.18,0.34,0.35,0.13,NONE,NORMAL
3.961,99.46,0.18,0.34,0.35,0.13,NONE,NORMAL
3.965,86.79,0.18,0.34,0.35,0.13,NONE,NORMAL
3.969,90.48,0.18,0.34,0.35,0.13,NONE,NORMAL
3.973,80.19,0.18,0.34,0.35,0.13,NONE,NORMAL
3.977,68.21,0.18,0.34,0.35,0.13,NONE,NORMAL
3.98,52.11,0.18,0.34,0.35,0.13,NONE,NORMAL
3.984,41.32,0.18,0.34,0.35,0.13,NONE,NORMAL
3.988,33.67,0.18,0.34,0.35,0.13,NONE,NORMAL
3.992,24.78,0.18,0.34,0.35,0.13,NONE,NORMAL
3.996,11.54,0.18,0.34,0.35,0.13,NONE,NORMAL
4.0,26.44,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.004,2.98,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.008,14.86,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.012,-2.89,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.016,-11.63,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.02,-12.27,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.023,-23.64,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.027,-25.19,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.031,-30.4,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.035,-32.81,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.039,-38.17,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.043,-50.6,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.047,-30.42,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.051,-46.9,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.055,-37.76,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.059,-48.59,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.062,-40.21,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.066,-36.22,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.07,-37.1,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.074,-12.48,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.078,-20.95,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.082,-16.27,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.086,-13.95,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.09,-8.25,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.094,-4.73,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.098,14.8,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.102,2.01,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.105,7.21,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.109,6.73,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.113,8.51,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.117,-0.53,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.121,-2.26,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.125,-5.47,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.129,-7.98,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.133,-12.57,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.137,-32.39,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.141,-21.66,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.145,-27.51,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.148,-22.86,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.152,-26.87,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.156,-30.67,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.16,-20.97,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.164,-13.43,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.168,-13.94,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.172,-1.63,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.176,2.26,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.18,12.36,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.184,15.32,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.188,17.58,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.191,29.42,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.195,28.48,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.199,24.17,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.203,24.81,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.207,23.09,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.211,17.27,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.215,4.43,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.219,10.02,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.223,7.52,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.227,10.31,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.23,-3.44,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.234,2.55,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.238,-4.7,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.242,-5.49,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.246,-2.92,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.25,-11.23,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.254,8.39,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.258,6.65,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.262,17.74,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.266,13.71,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.27,18.2,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.273,29.55,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.277,36.47,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.281,37.23,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.285,39.23,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.289,36.17,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.293,42.32,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.297,41.82,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.301,34.68,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.305,34.41,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.309,33.23,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.312,22.76,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.316,18.05,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.32,24.36,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.324,23.55,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.328,8.64,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.332,1.25,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.336,-3.76,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.34,-19.27,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.344,-23.24,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.348,-27.39,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.352,-41.37,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.355,-51.71,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.359,-56.19,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.363,-74.4,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.367,-73.35,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.371,-88.6,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.375,-94.69,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.379,-98.12,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.383,-103.78,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.387,-104.16,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.391,-104.53,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.395,-93.05,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.398,-77.89,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.402,-68.72,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.406,-54.78,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.41,-29.84,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.414,-18.61,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.418,5.72,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.422,25.86,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.426,40.81,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.43,54.82,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.434,72.38,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.438,87.87,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.441,95.06,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.445,92.38,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.449,107.61,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.453,97.52,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.457,101.23,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.461,88.57,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.465,86.54,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.469,82.8,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.473,68.74,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.477,63.47,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.48,42.29,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.484,35.69,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.488,29.6,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.492,19.8,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.496,22.08,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.5,6.0,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.504,-5.4,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.508,-0.3,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.512,-6.91,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.516,-20.94,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.52,-24.19,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.523,-31.33,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.527,-37.11,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.531,-31.43,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.535,-33.17,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.539,-36.44,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.543,-43.42,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.547,-35.25,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.551,-37.02,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.555,-30.22,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.559,-28.98,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.562,-31.01,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.566,-23.94,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.57,-20.72,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.574,-22.0,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.578,-4.03,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.582,4.21,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.586,-8.1,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.59,2.26,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.594,2.05,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.598,5.9,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.602,5.92,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.605,7.95,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.609,-5.5,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.613,-5.21,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.617,-14.3,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.621,-23.29,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.625,-22.5,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.629,-24.78,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.633,-27.72,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.637,-30.91,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.641,-35.59,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.645,-24.49,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.648,-17.26,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.652,-23.32,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.656,-15.93,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.66,-1.98,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.664,1.99,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.668,7.35,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.672,9.02,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.676,19.15,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.68,25.12,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.684,27.99,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.688,28.85,0.3,0.34,0.26,0.1,NONE,BORDERLINE
