time,amplitude,theta_power,alpha_power,beta_power,gamma_power,command,visual_impairment,motor_impairment,attention_deficit
2.23,62.31,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.234,64.65,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.238,58.28,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.242,54.67,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.246,51.77,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.25,40.84,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.254,35.36,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.258,21.72,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.262,-2.32,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.266,-6.96,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.27,-16.96,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.273,-27.01,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.277,-38.9,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.281,-31.19,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.285,-41.99,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.289,-39.91,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.293,-47.09,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.297,-39.49,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.301,-39.74,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.305,-18.51,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.309,-18.45,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.312,-19.49,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.316,-12.01,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.32,-0.33,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.324,1.91,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.328,9.36,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.332,28.89,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.336,24.01,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.34,30.01,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.344,32.55,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.348,43.28,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.352,42.53,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.355,48.57,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.359,40.52,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.363,49.4,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.367,45.38,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.371,39.77,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.375,44.07,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.379,33.46,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.383,20.42,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.387,15.26,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.391,6.39,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.395,-8.99,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.398,-31.7,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.402,-45.49,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.406,-64.42,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.41,-74.46,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.414,-88.13,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.418,-93.81,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.422,-88.55,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.426,-96.57,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.43,-98.8,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.434,-74.81,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.438,-74.95,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.441,-72.91,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.445,-50.09,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.449,-28.16,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.453,-6.81,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.457,11.18,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.461,35.02,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.465,50.01,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.469,72.49,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.473,78.81,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.477,79.55,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.48,99.36,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.484,93.23,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.488,93.81,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.492,82.67,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.496,76.45,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.5,73.35,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.504,47.1,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.508,40.91,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.512,31.47,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.516,4.45,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.52,-2.05,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.523,-10.2,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.527,-24.4,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.531,-30.65,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.535,-47.77,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.539,-42.2,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.543,-44.76,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.547,-50.59,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.551,-54.69,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.555,-50.85,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.559,-47.15,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.562,-36.83,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.566,-37.69,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.57,-34.23,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.574,-15.2,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.578,-24.92,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.582,-11.95,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.586,-6.19,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.59,6.04,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.594,17.45,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.598,25.96,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.602,30.63,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.605,23.34,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.609,39.35,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.613,40.98,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.617,42.53,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.621,50.74,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.625,40.1,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.629,40.39,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.633,30.96,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.637,27.56,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.641,10.19,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.645,6.49,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.648,-13.03,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.652,-24.37,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.656,-36.25,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.66,-46.39,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.664,-53.84,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.668,-60.28,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.672,-62.88,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.676,-55.58,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.68,-63.75,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.684,-43.23,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.688,-39.27,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.691,-39.61,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.695,-18.44,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.699,-9.92,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.703,13.62,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.707,22.5,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.711,42.91,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.715,44.49,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.719,52.06,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.723,53.46,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.727,71.6,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.73,60.91,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.734,60.5,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.738,48.6,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.742,38.74,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.746,33.14,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.75,22.7,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.754,5.03,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.758,0.95,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.762,-20.28,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.766,-29.21,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.77,-41.01,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.773,-39.64,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.777,-45.51,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.781,-43.21,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.785,-42.87,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.789,-46.56,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.793,-40.5,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.797,-27.32,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.801,-21.91,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.805,-16.05,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.809,-7.88,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.812,8.45,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.816,12.39,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.82,18.62,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.824,29.14,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.828,33.59,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.832,38.55,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.836,33.13,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.84,49.22,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.844,45.63,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.848,57.37,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.852,53.04,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.855,47.49,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.859,44.68,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.863,52.75,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.867,37.36,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.871,33.23,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.875,19.9,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.879,7.57,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.883,-4.08,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.887,-11.29,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.891,-43.12,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.895,-44.81,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.898,-75.33,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.902,-73.74,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.906,-85.57,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.91,-89.31,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.914,-95.02,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.918,-97.33,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.922,-86.59,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.926,-77.74,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.93,-70.08,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.934,-51.71,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.938,-41.06,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.941,-26.59,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.945,7.64,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.949,24.98,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.953,45.33,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.957,56.78,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.961,77.48,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.965,78.74,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.969,91.93,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.973,97.79,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.977,100.93,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.98,98.73,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.984,82.69,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.988,73.01,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.992,59.02,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.996,43.34,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.0,48.12,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.004,17.44,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.008,1.22,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.012,-25.54,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.016,-17.42,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.02,-32.15,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.023,-32.97,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.027,-42.31,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.031,-44.39,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.035,-48.56,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.039,-49.2,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.043,-48.35,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.047,-50.1,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.051,-45.78,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.055,-41.61,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.059,-32.78,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.062,-23.55,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.066,-8.99,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.07,-17.18,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.074,-17.23,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.078,-2.02,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.082,1.14,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.086,23.31,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.09,21.26,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.094,21.88,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.098,38.91,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.102,46.01,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.105,33.0,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.109,38.45,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.113,30.72,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.117,41.57,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.121,44.62,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.125,31.48,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.129,28.82,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.133,10.45,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.137,-1.05,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.141,-10.62,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.145,-18.58,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.148,-41.17,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.152,-47.05,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.156,-55.8,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.16,-55.81,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.164,-58.66,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.168,-49.22,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.172,-52.61,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.176,-48.94,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.18,-41.97,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.184,-17.95,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.188,-12.22,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.191,9.67,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.195,21.7,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.199,26.78,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.203,47.21,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.207,46.99,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.211,56.25,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.215,53.57,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.219,60.91,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.223,49.5,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.227,54.24,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.23,41.74,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.234,37.09,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.238,30.22,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.242,18.32,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.246,3.5,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.25,-6.05,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.254,-27.93,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.258,-31.61,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.262,-28.32,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.266,-57.51,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.27,-44.91,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.273,-46.74,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.277,-33.87,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.281,-36.01,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.285,-38.18,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.289,-22.0,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.293,-3.16,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.297,-1.54,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.301,-9.88,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.305,9.3,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
